pool_id,unit_role,treated_code,treated_name,payment_type,synth_pct_change,actual_pct_change,gap_pct_change,emp_2011,pop_2011
P3,spillover,118011345,Paddington - Moore Park,Rent,15.592063527181638,29.281496062992122,13.689432535810484,13.818,15461
P3,spillover,118011345,Paddington - Moore Park,NA,0,NA,NA,13.818,15461
P3,spillover,120021387,Balmain,Mortgage,-1.5756949115126457,-1.3676844783715014,0.2080104331411443,12.616,15743
P3,spillover,120021387,Balmain,Rent,15.389671051340573,26.881720430107524,11.492049378766952,12.616,15743
P3,spillover,120021387,Balmain,NA,0,NA,NA,12.616,15743
P3,spillover,120021388,Leichhardt - Annandale,Mortgage,-1.5180059630692109,2.9020143393649707,4.420020302434182,21.45,25992
P3,spillover,120021388,Leichhardt - Annandale,Rent,15.599878416570863,24.223275408109533,8.62339699153867,21.45,25992
P3,spillover,120021388,Leichhardt - Annandale,NA,0,NA,NA,21.45,25992
P3,spillover,120021389,Lilyfield - Rozelle,Mortgage,-1.4524367146369204,0.22727272727272727,1.6797094419096477,11.087,13907
P3,spillover,120021389,Lilyfield - Rozelle,Rent,15.677161543429891,30.788804071246815,15.111642527816924,11.087,13907
P3,spillover,120021389,Lilyfield - Rozelle,NA,0,NA,NA,11.087,13907
P4,NA,117031329,Darlinghurst,Mortgage,-1.6176245001942369,-3.1426553672316384,-1.5250308670374015,13.33,10914
P4,NA,117031329,Darlinghurst,Rent,16.201854283078283,26.63955261820031,10.437698335122025,13.33,10914
P4,NA,117031329,Darlinghurst,NA,0,NA,NA,13.33,10914
P4,NA,117031333,Potts Point - Woolloomooloo,Mortgage,-1.5629528787844738,-2.752654345261502,-1.1897014664770285,24.713,19612
P4,NA,117031333,Potts Point - Woolloomooloo,Rent,16.296225091092253,22.942779291553133,6.64655420046088,24.713,19612
P4,NA,117031333,Potts Point - Woolloomooloo,NA,0,NA,NA,24.713,19612
P4,NA,117031334,Pyrmont - Ultimo,Mortgage,-1.6408066756788693,-5.825242718446602,-4.184436042767732,21.234,20239
P4,NA,117031334,Pyrmont - Ultimo,Rent,15.75668176785651,24.276061776061773,8.519380008205264,21.234,20239
P4,NA,117031334,Pyrmont - Ultimo,NA,0,NA,NA,21.234,20239
P4,NA,117031336,Surry Hills,Mortgage,-1.5635871842346876,-1.5339663988312637,0.029620785403423833,18.744,16795
P4,NA,117031336,Surry Hills,Rent,16.273556282600122,27.699018538713194,11.425462256113072,18.744,16795
P4,NA,117031336,Surry Hills,NA,0,NA,NA,18.744,16795
P4,NA,117031337,Sydney - Haymarket - The Rocks,Mortgage,-1.4556506851840232,-1.5073529411764706,-0.05170225599244738,43.771,25021
P4,NA,117031337,Sydney - Haymarket - The Rocks,Rent,16.489147342281004,32.53757736516357,16.048430022882567,43.771,25021
P4,NA,117031337,Sydney - Haymarket - The Rocks,NA,0,NA,NA,43.771,25021
