pool_id,pool_label,treated_code,treated_name,treatment_status,unit_role,outcome_type,industry,att_index_pts,pre_mspe,n_donors,base_value,att_pct,att_raw
P1,All Australia (exc. Greater Sydney),117031337,Sydney - Haymarket - The Rocks,Full,treated,Median income,Arts and recreation services,-16.252007444324388,0.286866188734506,1632,7170,-0.16252007444324387,-1165.2689337580587
P1,All Australia (exc. Greater Sydney),117031337,Sydney - Haymarket - The Rocks,Full,treated,Median income,Retail trade,-9.785071164193411,1.4813730338181004,1847,8909,-0.09785071164193411,-871.751990017991
P1,All Australia (exc. Greater Sydney),117031337,Sydney - Haymarket - The Rocks,Full,treated,Median income,Total,-0.2971295263839077,5.955442758233647e-4,1870,7215,-0.002971295263839077,-21.43789532859894
P1,All Australia (exc. Greater Sydney),117031337,Sydney - Haymarket - The Rocks,Full,treated,Population,Population,-17.00280936205232,0.01873393798095234,1874,25763,-0.1700280936205232,-4380.433775945539
P1,All Australia (exc. Greater Sydney),117031337,Sydney - Haymarket - The Rocks,Full,treated,Rent,Rent (monthly avg),15.119728505576205,NA,NA,2262,0.15119728505576205,342.00825879613376
P2,All Australia exc. NSW,117031330,Erskineville - Alexandria,Spillover,spillover,Employment,Accommodation and food services,-5.274998428974077,3.725935156045332,1583,1.029,-0.052749984289740766,-0.054279733834143244
P2,All Australia exc. NSW,117031330,Erskineville - Alexandria,Spillover,spillover,Employment,Arts and recreation services,16.98732377650642,0.8190654226566727,1421,0.386,0.1698732377650642,0.06557106977731478
P2,All Australia exc. NSW,117031330,Erskineville - Alexandria,Spillover,spillover,Employment,Retail trade,4.338270320260797,4.391565586067779,1588,1.006,0.043382703202607974,0.04364299942182362
P2,All Australia exc. NSW,117031330,Erskineville - Alexandria,Spillover,spillover,Employment,Total,-6.946571800328464,0.00299419353772633,1614,15.747,-0.06946571800328465,-1.0938766613977233
P2,All Australia exc. NSW,117031330,Erskineville - Alexandria,Spillover,spillover,Median income,Accommodation and food services,-9.53566998318214,20.36718198368757,1585,11146,-0.0953566998318214,-1062.8457763254814
P2,All Australia exc. NSW,117031330,Erskineville - Alexandria,Spillover,spillover,Median income,Arts and recreation services,-7.970532453236231,339.4761299737264,1425,17284,-0.07970532453236231,-1377.6268292173502
P2,All Australia exc. NSW,117031330,Erskineville - Alexandria,Spillover,spillover,Median income,Retail trade,-10.486596000729728,0.06512240110970999,1591,21738.5,-0.10486596000729728,-2279.628671618632
P2,All Australia exc. NSW,117031330,Erskineville - Alexandria,Spillover,spillover,Median income,Total,-2.1541367944717464,1.0079008738200976,1613,38620,-0.021541367944717463,-831.9276300249884
P2,All Australia exc. NSW,117031330,Erskineville - Alexandria,Spillover,spillover,Population,Population,-13.622136009597284,0.04968674310338888,1616,15204,-0.13622136009597285,-2071.109558899171
P2,All Australia exc. NSW,117031330,Erskineville - Alexandria,Spillover,spillover,Rent,Rent (monthly avg),10.922214656476395,NA,NA,2037,0.10922214656476395,222.48551255242415
P2,All Australia exc. NSW,117031331,Glebe - Forest Lodge,Spillover,spillover,Employment,Accommodation and food services,-6.686418253818471,3.311464219783291,1583,1.445,-0.06686418253818471,-0.09661874376767692
P2,All Australia exc. NSW,117031331,Glebe - Forest Lodge,Spillover,spillover,Employment,Arts and recreation services,8.85709896153095,1.896324336560276,1422,0.4,0.0885709896153095,0.035428395846123804
P2,All Australia exc. NSW,117031331,Glebe - Forest Lodge,Spillover,spillover,Employment,Retail trade,-3.6411836022797672,1.043319408159336,1588,1.09,-0.03641183602279767,-0.03968890126484946
P2,All Australia exc. NSW,117031331,Glebe - Forest Lodge,Spillover,spillover,Employment,Total,-2.069513783427825,0.03759283238529511,1614,16.791,-0.02069513783427825,-0.3474920593753661
P2,All Australia exc. NSW,117031331,Glebe - Forest Lodge,Spillover,spillover,Median income,Accommodation and food services,-10.737291411109473,0.02729255499766895,1584,6388,-0.10737291411109473,-685.8981753416731
P2,All Australia exc. NSW,117031331,Glebe - Forest Lodge,Spillover,spillover,Median income,Arts and recreation services,-4.335438567287862,112.04523833268162,1425,9712.5,-0.043354385672878616,-421.07947084783353
P2,All Australia exc. NSW,117031331,Glebe - Forest Lodge,Spillover,spillover,Median income,Retail trade,-11.715122030164997,4.050017669932897e-4,1591,12912.5,-0.11715122030164997,-1512.7151321450551
P2,All Australia exc. NSW,117031331,Glebe - Forest Lodge,Spillover,spillover,Median income,Total,-5.011250028281853,1.1248852282560715,1614,22502,-0.05011250028281853,-1127.6314813639826
P2,All Australia exc. NSW,117031331,Glebe - Forest Lodge,Spillover,spillover,Population,Population,-3.576631008863648,1.805880392108455e-5,1616,18118,-0.03576631008863648,-648.0140061859158
P2,All Australia exc. NSW,117031331,Glebe - Forest Lodge,Spillover,spillover,Rent,Rent (monthly avg),14.786294700866065,NA,NA,1653,0.14786294700866065,244.41745140531606
P2,All Australia exc. NSW,117031332,Newtown - Camperdown - Darlington,Spillover,spillover,Employment,Accommodation and food services,5.113160797418014,1.2658608048567652,1587,2.066,0.05113160797418014,0.10563790207465616
P2,All Australia exc. NSW,117031332,Newtown - Camperdown - Darlington,Spillover,spillover,Employment,Arts and recreation services,12.511703026102683,7.35505413705257,1422,0.604,0.12511703026102683,0.0755706862776602
P2,All Australia exc. NSW,117031332,Newtown - Camperdown - Darlington,Spillover,spillover,Employment,Retail trade,0.5364199541718406,1.5503282506896796,1591,1.592,0.005364199541718406,0.008539805670415703
P2,All Australia exc. NSW,117031332,Newtown - Camperdown - Darlington,Spillover,spillover,Employment,Total,-5.815302722511238,1.3017740572666552,1615,23.102,-0.05815302722511238,-1.3434512349545462
P2,All Australia exc. NSW,117031332,Newtown - Camperdown - Darlington,Spillover,spillover,Median income,Accommodation and food services,-14.378480121505618,15.039008048132406,1585,6994,-0.14378480121505618,-1005.630899698103
P2,All Australia exc. NSW,117031332,Newtown - Camperdown - Darlington,Spillover,spillover,Median income,Arts and recreation services,-6.7664650177768,31.075261321607616,1425,9081,-0.067664650177768,-614.4626882643112
P2,All Australia exc. NSW,117031332,Newtown - Camperdown - Darlington,Spillover,spillover,Median income,Retail trade,-9.01944195645339,2.447327577537808,1591,14395,-0.0901944195645339,-1298.3486696314656
P2,All Australia exc. NSW,117031332,Newtown - Camperdown - Darlington,Spillover,spillover,Median income,Total,-4.4087884716493235,35.47388300285705,1615,22462,-0.044087884716493234,-990.302066501871
P2,All Australia exc. NSW,117031332,Newtown - Camperdown - Darlington,Spillover,spillover,Population,Population,-6.773609888645019,5.474616969430008e-5,1616,23418,-0.0677360988864502,-1586.2439637228908
P2,All Australia exc. NSW,117031332,Newtown - Camperdown - Darlington,Spillover,spillover,Rent,Rent (monthly avg),4.167740049731023,NA,NA,1888,0.04167740049731023,78.68693213892172
P2,All Australia exc. NSW,117031335,Redfern - Chippendale,Spillover,spillover,Employment,Accommodation and food services,0.07854855505764391,3.6190646950842345,1583,2.596,7.854855505764391e-4,0.002039120489296436
P2,All Australia exc. NSW,117031335,Redfern - Chippendale,Spillover,spillover,Employment,Arts and recreation services,4.891425345710654,21.98869279350368,1421,0.487,0.04891425345710654,0.023821241433610883
P2,All Australia exc. NSW,117031335,Redfern - Chippendale,Spillover,spillover,Employment,Retail trade,6.928423144420961,0.2743094953849129,1589,1.378,0.06928423144420962,0.09547367093012084
P2,All Australia exc. NSW,117031335,Redfern - Chippendale,Spillover,spillover,Employment,Total,-8.119252303583366,0.16282302707206092,1614,19.723,-0.08119252303583366,-1.601360131835747
P2,All Australia exc. NSW,117031335,Redfern - Chippendale,Spillover,spillover,Median income,Accommodation and food services,-6.371226405239848,0.2802576223810501,1586,6499,-0.06371226405239848,-414.0660040765377
P2,All Australia exc. NSW,117031335,Redfern - Chippendale,Spillover,spillover,Median income,Arts and recreation services,-13.491446248732863,3.334037652110864,1425,10650.5,-0.13491446248732863,-1436.9064827212935
P2,All Australia exc. NSW,117031335,Redfern - Chippendale,Spillover,spillover,Median income,Retail trade,-14.026934517019576,30.211896521873,1591,13524,-0.14026934517019576,-1897.0026240817276
P2,All Australia exc. NSW,117031335,Redfern - Chippendale,Spillover,spillover,Median income,Total,-5.1839610540612044,14.412267192203895,1615,17035.5,-0.05183961054061204,-883.1136853645964
P2,All Australia exc. NSW,117031335,Redfern - Chippendale,Spillover,spillover,Population,Population,-26.544502656601217,0.3718719316766931,1616,18872,-0.26544502656601215,-5009.478541353781
P2,All Australia exc. NSW,117031335,Redfern - Chippendale,Spillover,spillover,Rent,Rent (monthly avg),20.186788142120044,NA,NA,1615,0.20186788142120043,326.0166284952387
P2,All Australia exc. NSW,117031338,Waterloo - Beaconsfield,Spillover,spillover,Employment,Accommodation and food services,-0.6614749556849185,3.13268666033421,1583,1.883,-0.006614749556849185,-0.012455573415547016
P2,All Australia exc. NSW,117031338,Waterloo - Beaconsfield,Spillover,spillover,Employment,Arts and recreation services,27.011846146869008,9.050166013101263,1417,0.379,0.27011846146869006,0.10237489689663354
P2,All Australia exc. NSW,117031338,Waterloo - Beaconsfield,Spillover,spillover,Employment,Retail trade,-2.8599063100705067,1.0014337387858507,1584,1.687,-0.028599063100705067,-0.04824661945088945
P2,All Australia exc. NSW,117031338,Waterloo - Beaconsfield,Spillover,spillover,Employment,Total,-7.884482873643243,7.492232307525802,1611,20.593,-0.07884482873643243,-1.6236515581693531
P2,All Australia exc. NSW,117031338,Waterloo - Beaconsfield,Spillover,spillover,Median income,Accommodation and food services,-10.42530089947715,0.3716812867875311,1585,8793,-0.10425300899477151,-916.6967080910259
P2,All Australia exc. NSW,117031338,Waterloo - Beaconsfield,Spillover,spillover,Median income,Arts and recreation services,-8.173270246615905,19.808817854096212,1425,13500,-0.08173270246615905,-1103.391483293147
P2,All Australia exc. NSW,117031338,Waterloo - Beaconsfield,Spillover,spillover,Median income,Retail trade,-11.021476295221108,4.797501703424384,1591,17364,-0.11021476295221108,-1913.7691439021933
P2,All Australia exc. NSW,117031338,Waterloo - Beaconsfield,Spillover,spillover,Median income,Total,-3.697218194713128,6.172985306114077,1615,26808,-0.03697218194713128,-991.1502536386954
P2,All Australia exc. NSW,117031338,Waterloo - Beaconsfield,Spillover,spillover,Population,Population,-31.449650941993823,1.1425890235367029,1616,24217,-0.31449650941993823,-7616.161968622644
P2,All Australia exc. NSW,117031338,Waterloo - Beaconsfield,Spillover,spillover,Rent,Rent (monthly avg),21.459444602326485,NA,NA,1693,0.21459444602326486,363.3083971173874
P2,All Australia exc. NSW,118011341,Bondi Junction - Waverly,Spillover,spillover,Employment,Accommodation and food services,18.34872961427344,15.691516952978755,1586,1.469,0.1834872961427344,0.26954283803367685
P2,All Australia exc. NSW,118011341,Bondi Junction - Waverly,Spillover,spillover,Employment,Arts and recreation services,1.7467952794410664,0.5735933937401627,1424,0.315,0.017467952794410664,0.005502405130239359
P2,All Australia exc. NSW,118011341,Bondi Junction - Waverly,Spillover,spillover,Employment,Retail trade,-7.095106805914166,0.18758638269824823,1588,1.022,-0.07095106805914166,-0.07251199155644278
P2,All Australia exc. NSW,118011341,Bondi Junction - Waverly,Spillover,spillover,Employment,Total,-3.400686220163635,4.915087342259831,1614,16.222,-0.03400686220163635,-0.551659318634945
P2,All Australia exc. NSW,118011341,Bondi Junction - Waverly,Spillover,spillover,Median income,Accommodation and food services,-16.41771814415144,70.51348547083154,1587,6461,-0.16417718144151439,-1060.7487692936245
P2,All Australia exc. NSW,118011341,Bondi Junction - Waverly,Spillover,spillover,Median income,Arts and recreation services,-19.285894267764743,21.4171812436658,1425,12327,-0.19285894267764742,-2377.3721863873598
P2,All Australia exc. NSW,118011341,Bondi Junction - Waverly,Spillover,spillover,Median income,Retail trade,-23.07289063055118,85.3371778118301,1581,18250,-0.2307289063055118,-4210.8025400755905
P2,All Australia exc. NSW,118011341,Bondi Junction - Waverly,Spillover,spillover,Median income,Total,-10.221533969007234,7.981029094278037,1615,21152,-0.10221533969007235,-2162.05886512441
P2,All Australia exc. NSW,118011341,Bondi Junction - Waverly,Spillover,spillover,Population,Population,-2.629944343732241,0.01816921755192604,1616,17195,-0.02629944343732241,-452.21892990475885
P2,All Australia exc. NSW,118011341,Bondi Junction - Waverly,Spillover,spillover,Rent,Rent (monthly avg),12.270506592006292,NA,NA,2050,0.12270506592006292,251.54538513612897
P2,All Australia exc. NSW,118011345,Paddington - Moore Park,Spillover,spillover,Employment,Accommodation and food services,-5.2388227468295625,0.44865014508303863,1586,1.107,-0.05238822746829563,-0.05799376780740326
P2,All Australia exc. NSW,118011345,Paddington - Moore Park,Spillover,spillover,Employment,Arts and recreation services,6.064119412324698,2.2561452275137253,1420,0.292,0.06064119412324698,0.017707228683988115
P2,All Australia exc. NSW,118011345,Paddington - Moore Park,Spillover,spillover,Employment,Retail trade,-8.539526307418107,3.7881864553048503,1588,0.934,-0.08539526307418108,-0.07975917571128513
P2,All Australia exc. NSW,118011345,Paddington - Moore Park,Spillover,spillover,Employment,Total,-6.965829834885976,0.9640666765099524,1616,14.317,-0.06965829834885975,-0.9972978574606252
P2,All Australia exc. NSW,118011345,Paddington - Moore Park,Spillover,spillover,Median income,Accommodation and food services,-6.776394392497548,0.9666863975531884,1587,7696,-0.06776394392497548,-521.5113124466113
P2,All Australia exc. NSW,118011345,Paddington - Moore Park,Spillover,spillover,Median income,Arts and recreation services,-1.9917915130899668,115.92546403232404,1425,15659,-0.019917915130899667,-311.8946330347579
P2,All Australia exc. NSW,118011345,Paddington - Moore Park,Spillover,spillover,Median income,Retail trade,-10.610454494010888,9.682467240457184,1591,18079,-0.10610454494010887,-1918.2640679722283
P2,All Australia exc. NSW,118011345,Paddington - Moore Park,Spillover,spillover,Median income,Total,-1.3285059356748878,3.4965919570361907,1614,31797,-0.013285059356748879,-422.4250323665441
P2,All Australia exc. NSW,118011345,Paddington - Moore Park,Spillover,spillover,Population,Population,-1.7694472935556813,0.00477136491081723,1612,15672,-0.017694472935556812,-277.30777984604634
P2,All Australia exc. NSW,118011345,Paddington - Moore Park,Spillover,spillover,Rent,Rent (monthly avg),13.10000885494777,NA,NA,2032,0.1310000885494777,266.1921799325387
P2,All Australia exc. NSW,120021387,Balmain,Spillover,spillover,Employment,Accommodation and food services,-16.599538328394598,4.04818456075475,1583,0.655,-0.16599538328394597,-0.10872697605098462
P2,All Australia exc. NSW,120021387,Balmain,Spillover,spillover,Employment,Arts and recreation services,-6.07447400006522,22.96520944993403,1420,0.294,-0.0607447400006522,-0.017858953560191744
P2,All Australia exc. NSW,120021387,Balmain,Spillover,spillover,Employment,Retail trade,-15.08648133685058,3.6993215659358416,1586,0.662,-0.1508648133685058,-0.09987250644995084
P2,All Australia exc. NSW,120021387,Balmain,Spillover,spillover,Employment,Total,-14.310797965118695,2.310702913891009,1614,13.266,-0.14310797965118696,-1.8984704580526461
P2,All Australia exc. NSW,120021387,Balmain,Spillover,spillover,Median income,Accommodation and food services,2.6586275546743985,2.839230302311104,1587,9195,0.026586275546743986,244.46080365231094
P2,All Australia exc. NSW,120021387,Balmain,Spillover,spillover,Median income,Arts and recreation services,-12.28374215235601,1.8946855409363508,1425,13773,-0.1228374215235601,-1691.8398066439934
P2,All Australia exc. NSW,120021387,Balmain,Spillover,spillover,Median income,Retail trade,-9.25773501395684,24.512782552595148,1591,19269,-0.0925773501395684,-1783.8729598393436
P2,All Australia exc. NSW,120021387,Balmain,Spillover,spillover,Median income,Total,2.0094640719500867,0.20167657890659435,1614,42573,0.020094640719500866,855.4891393513103
P2,All Australia exc. NSW,120021387,Balmain,Spillover,spillover,Population,Population,-1.2166114111668094,0.01165228958381428,1612,15886,-0.012166114111668094,-193.27088877795933
P2,All Australia exc. NSW,120021387,Balmain,Spillover,spillover,Rent,Rent (monthly avg),10.925483276548551,NA,NA,1953,0.1092548327654855,213.37468839099319
P2,All Australia exc. NSW,120021388,Leichhardt - Annandale,Spillover,spillover,Employment,Accommodation and food services,-6.731714705519214,15.40555134182982,1586,1.311,-0.06731714705519214,-0.08825277978935689
P2,All Australia exc. NSW,120021388,Leichhardt - Annandale,Spillover,spillover,Employment,Arts and recreation services,2.651543023081016,9.4443513531972,1420,0.534,0.02651543023081016,0.014159239743252625
P2,All Australia exc. NSW,120021388,Leichhardt - Annandale,Spillover,spillover,Employment,Retail trade,-4.391280838205873,0.24195471675262584,1588,1.35,-0.04391280838205873,-0.059282291315779286
P2,All Australia exc. NSW,120021388,Leichhardt - Annandale,Spillover,spillover,Employment,Total,-7.092715635457334,0.17482972199993296,1616,22.014,-0.07092715635457333,-1.5613904199895774
P2,All Australia exc. NSW,120021388,Leichhardt - Annandale,Spillover,spillover,Median income,Accommodation and food services,-3.8560466871756014,3.6663510685512217,1587,8149.5,-0.038560466871756016,-314.2485247713756
P2,All Australia exc. NSW,120021388,Leichhardt - Annandale,Spillover,spillover,Median income,Arts and recreation services,-0.09715530228372415,51.72173460446942,1425,12441,-9.715530228372415e-4,-12.087091157118122
P2,All Australia exc. NSW,120021388,Leichhardt - Annandale,Spillover,spillover,Median income,Retail trade,-10.678295004838631,25.48429039313581,1591,16755,-0.10678295004838631,-1789.1483280607126
P2,All Australia exc. NSW,120021388,Leichhardt - Annandale,Spillover,spillover,Median income,Total,1.9546000494295537,15.351457251435008,1614,34476,0.019546000494295536,673.8679130413329
P2,All Australia exc. NSW,120021388,Leichhardt - Annandale,Spillover,spillover,Population,Population,-1.61662975335733,0.00991693159314878,1612,26300,-0.0161662975335733,-425.1736251329778
P2,All Australia exc. NSW,120021388,Leichhardt - Annandale,Spillover,spillover,Rent,Rent (monthly avg),8.03589679769145,NA,NA,1899,0.0803589679769145,152.60168018816063
P2,All Australia exc. NSW,120021389,Lilyfield - Rozelle,Spillover,spillover,Employment,Accommodation and food services,-7.563590473663595,17.734333707057335,1584,0.648,-0.07563590473663595,-0.0490120662693401
P2,All Australia exc. NSW,120021389,Lilyfield - Rozelle,Spillover,spillover,Employment,Arts and recreation services,1.610575447296514,2.392451721159922,1423,0.266,0.01610575447296514,0.004284130689808727
P2,All Australia exc. NSW,120021389,Lilyfield - Rozelle,Spillover,spillover,Employment,Retail trade,-3.1175256461996477,4.7132872314133945,1588,0.623,-0.031175256461996478,-0.019422184775823807
P2,All Australia exc. NSW,120021389,Lilyfield - Rozelle,Spillover,spillover,Employment,Total,-5.112367805072552,1.632865073326553,1616,11.495,-0.05112367805072551,-0.5876666791930897
P2,All Australia exc. NSW,120021389,Lilyfield - Rozelle,Spillover,spillover,Median income,Accommodation and food services,-2.597157162706987,158.6937659597562,1587,8382,-0.02597157162706987,-217.69371337809966
P2,All Australia exc. NSW,120021389,Lilyfield - Rozelle,Spillover,spillover,Median income,Arts and recreation services,-22.32838191478043,449.62712430740214,1425,13288,-0.2232838191478043,-2966.9953888360233
P2,All Australia exc. NSW,120021389,Lilyfield - Rozelle,Spillover,spillover,Median income,Retail trade,-19.7518853847151,2.3951515418279197,1591,19070,-0.19751885384715098,-3766.684542865169
P2,All Australia exc. NSW,120021389,Lilyfield - Rozelle,Spillover,spillover,Median income,Total,3.408759075834247,10.65316709031204,1614,39388,0.03408759075834247,1342.6420247895933
P2,All Australia exc. NSW,120021389,Lilyfield - Rozelle,Spillover,spillover,Population,Population,-1.238431652421942,0.01515975151677893,1612,14031,-0.01238431652421942,-173.7643451513227
P2,All Australia exc. NSW,120021389,Lilyfield - Rozelle,Spillover,spillover,Rent,Rent (monthly avg),14.51381860218224,NA,NA,1965,0.1451381860218224,285.19653553288106
P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Employment,Accommodation and food services,-11.679693015270336,3.811002460883483,1585,1.76,-0.11679693015270337,-0.20556259706875793
P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Employment,Retail trade,-5.820598751218017,8.565663976560952,1588,0.804,-0.058205987512180174,-0.046797613959792865
P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Employment,Total,-4.244082500001883,0.35892181105841425,1616,13.419,-0.042440825000018834,-0.5695134306752527
P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Median income,Accommodation and food services,-3.610051967933269,6.643508455871341,1586,7085,-0.03610051967933269,-255.77218192807211
P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Median income,Retail trade,6.045367846962641,14.365969157967529,1589,15451,0.06045367846962641,934.0697860341977
P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Median income,Total,2.177268894400638,5.449041064819474,1615,19963,0.021772688944006382,434.6481893891994
P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Population,Population,-19.888136984793967,0.02834301546408727,1616,11251,-0.19888136984793967,-2237.614292159169
P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Rent,Rent (monthly avg),10.441301727675985,NA,NA,1967,0.10441301727675985,205.38040498338663
P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Employment,Accommodation and food services,-12.328993398056523,0.3202923023557962,1587,2.951,-0.12328993398056523,-0.363828595176648
P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Employment,Arts and recreation services,-2.2384758526210007,21.14409661727421,1422,0.511,-0.022384758526210007,-0.011438611606893315
P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Employment,Retail trade,-7.76748229206828,3.935310152374999,1588,1.415,-0.0776748229206828,-0.10990987443276616
P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Employment,Total,-5.499271410776072,0.7264734741350166,1616,24.612,-0.05499271410776072,-1.3534806796202068
P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Median income,Accommodation and food services,-2.284217851969153,6.115438583903714,1585,6693,-0.02284217851969153,-152.88270083229543
P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Median income,Arts and recreation services,-0.5061844193779024,39.55806790514259,1425,10369,-0.0050618441937790234,-52.48626244529469
P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Median income,Retail trade,6.170766863266739,10.268297628863202,1591,14126,0.06170766863266739,871.6825271050595
P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Median income,Total,10.40442578250276,0.5049238987890214,1615,15069,0.10404425782502759,1567.8429211653408
P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Population,Population,-10.355439792602942,0.1518043135371142,1616,20247,-0.10355439792602943,-2096.6658948083177
P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Rent,Rent (monthly avg),6.658574003100515,NA,NA,1835,0.06658574003100515,122.18483295689444
P2,All Australia exc. NSW,117031334,Pyrmont - Ultimo,Partial,treated,Employment,Accommodation and food services,-16.60315870194727,0.01291335566314555,1583,3.617,-0.16603158701947268,-0.6005362502494327
P2,All Australia exc. NSW,117031334,Pyrmont - Ultimo,Partial,treated,Employment,Arts and recreation services,13.074625038492933,0.7849607482435312,1424,0.544,0.13074625038492932,0.07112596020940155
P2,All Australia exc. NSW,117031334,Pyrmont - Ultimo,Partial,treated,Employment,Retail trade,3.5728933562342533,8.493927656084495,1591,1.546,0.03572893356234253,0.05523693128738155
P2,All Australia exc. NSW,117031334,Pyrmont - Ultimo,Partial,treated,Employment,Total,-10.0435455524975,0.5771516771577542,1614,22.047,-0.100435455524975,-2.214300487959124
P2,All Australia exc. NSW,117031334,Pyrmont - Ultimo,Partial,treated,Median income,Accommodation and food services,-11.72812060162202,0.10089706848461304,1587,6579.5,-0.1172812060162202,-771.6516949837209
P2,All Australia exc. NSW,117031334,Pyrmont - Ultimo,Partial,treated,Median income,Arts and recreation services,-38.534288194862455,0.7692279735658423,1425,25000,-0.38534288194862454,-9633.572048715614
P2,All Australia exc. NSW,117031334,Pyrmont - Ultimo,Partial,treated,Median income,Retail trade,-15.282529152715922,60.09363895880862,1591,10802,-0.1528252915271592,-1650.8187990763738
P2,All Australia exc. NSW,117031334,Pyrmont - Ultimo,Partial,treated,Median income,Total,-28.81906794811717,18.741179654849823,1571,17443.5,-0.2881906794811717,-5027.0541175298185
P2,All Australia exc. NSW,117031334,Pyrmont - Ultimo,Partial,treated,Population,Population,-12.319651969836968,0.04124763821908673,1616,20823,-0.12319651969836969,-2565.321129679152
P2,All Australia exc. NSW,117031334,Pyrmont - Ultimo,Partial,treated,Rent,Rent (monthly avg),8.532358462491597,NA,NA,2072,0.08532358462491597,176.7904673428259
P2,All Australia exc. NSW,117031336,Surry Hills,Partial,treated,Employment,Accommodation and food services,-0.7220230484291955,0.46725835363072543,1586,2.481,-0.007220230484291955,-0.01791339183152834
P2,All Australia exc. NSW,117031336,Surry Hills,Partial,treated,Employment,Retail trade,-3.754547896569401,2.556107287553778,1591,1.266,-0.03754547896569401,-0.04753257637056862
P2,All Australia exc. NSW,117031336,Surry Hills,Partial,treated,Employment,Total,1.2792388284664753,0.35382405148230145,1616,19.175,0.012792388284664754,0.24529404535844665
P2,All Australia exc. NSW,117031336,Surry Hills,Partial,treated,Median income,Accommodation and food services,-8.463154491210263,8.788061790107177,1587,7700,-0.08463154491210263,-651.6628958231903
P2,All Australia exc. NSW,117031336,Surry Hills,Partial,treated,Median income,Retail trade,-9.039523598921386,10.437429217980934,1587,17811,-0.09039523598921387,-1610.0295482038882
P2,All Australia exc. NSW,117031336,Surry Hills,Partial,treated,Median income,Total,-9.803764439673422,6.448963019998031,1615,22667,-0.09803764439673422,-2222.2192855407748
P2,All Australia exc. NSW,117031336,Surry Hills,Partial,treated,Population,Population,-2.4483013243177254,0.0033932938786464,1615,16961,-0.024483013243177254,-415.2563876175294
P2,All Australia exc. NSW,117031336,Surry Hills,Partial,treated,Rent,Rent (monthly avg),11.406994022991672,NA,NA,1834,0.11406994022991672,209.20427038166727
P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Employment,Accommodation and food services,7.948344549005728,0.22465162175651496,1586,10.362,0.07948344549005727,0.8236074621679734
P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Employment,Arts and recreation services,22.901449236594527,2.5964376585318405,1423,0.622,0.22901449236594526,0.14244701425161796
P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Employment,Retail trade,5.206345461591312,8.449915300625662,1591,2.829,0.052063454615913114,0.1472875131084182
P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Employment,Total,8.667721456664466,2.689340309624593,1613,43.906,0.08667721456664466,3.8056497827631004
P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Median income,Accommodation and food services,3.35730478762031,0.00865786644201045,1585,5669,0.0335730478762031,190.32560841019537
P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Median income,Arts and recreation services,-16.234657210872943,0.384729256039927,1425,7170,-0.16234657210872944,-1164.0249220195901
P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Median income,Retail trade,-9.751936644003427,1.6368733988588384,1589,8909,-0.09751936644003427,-868.8000356142653
P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Median income,Total,0.05942947698428943,0.071382948265204485,1612,7215,5.942947698428943e-4,4.2878367644164825
P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Population,Population,-15.943946166166327,0.00689352861003345,1616,25763,-0.15943946166166328,-4107.638850789431
P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Rent,Rent (monthly avg),16.045514742062636,NA,NA,2262,0.16045514742062636,362.9495434654568
P3,Capital cities only (exc. Greater Sydney),117031330,Erskineville - Alexandria,Spillover,spillover,Employment,Accommodation and food services,-5.4688125931024985,3.240797022339963,950,1.029,-0.05468812593102498,-0.0562740815830247
