year_start,treated_index,synth_index,gap,pool_id,pool_label,treated_code,treated_name,treatment_status,unit_role,industry,pre_mspe
2012,90.56106439061128,90.82854509431989,-0.267480703708614,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Total,0.071382948265204485
2013,100,100.00000000814329,-8.14328871001635e-9,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Total,0.071382948265204485
2014,105.12740052717461,100.3010151731504,4.826385354024211,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Total,0.071382948265204485
2015,112.9659846868332,109.08752024194168,3.87846444489152,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Total,0.071382948265204485
2016,94.32659721350572,105.17122715175447,-10.844629938248744,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Total,0.071382948265204485
2017,107.11685703527051,110.38374566129397,-3.2668886260234586,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Total,0.071382948265204485
2018,120.49705033262207,114.73380469721657,5.763245635405497,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Total,0.071382948265204485
2011,80.36442878338278,79.08502567538677,1.2794031079960035,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Retail trade,1.6368733988588384
2012,82.61313056379822,83.89253452071247,-1.2794039569142512,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Retail trade,1.6368733988588384
2013,100,99.99999999998712,1.2875034371973015e-11,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Retail trade,1.6368733988588384
2014,93.72681750741839,103.89114437018864,-10.164326862770253,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Retail trade,1.6368733988588384
2015,99.70326409495549,111.53898351451882,-11.835719419563333,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Retail trade,1.6368733988588384
2016,92.50741839762613,114.3594483797194,-21.85202998209327,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Retail trade,1.6368733988588384
2017,104.29339762611276,115.8805590867294,-11.587161460616642,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Retail trade,1.6368733988588384
2018,115.70382047477744,118.7762026137674,-3.0723821389899513,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Retail trade,1.6368733988588384
2011,91.21983914209115,91.12679397246997,0.09304516962117759,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Accommodation and food services,0.008657866442010453
2012,94.98994638069705,95.0829965246743,-0.09305014397725131,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Accommodation and food services,0.008657866442010453
2013,99.99999999999999,99.99999999995681,4.317257662478369e-11,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Accommodation and food services,0.008657866442010453
2014,113.41320375335121,103.99543793830111,9.417765815050103,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Accommodation and food services,0.008657866442010453
2015,120.91152815013405,108.57544150878091,12.336086641353134,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Accommodation and food services,0.008657866442010453
2016,109.0985254691689,112.6885281511619,-3.590002681992999,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Accommodation and food services,0.008657866442010453
2017,115.54959785522789,115.56783179513548,-0.018233939907588592,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Accommodation and food services,0.008657866442010453
2018,123.82707774798928,121.82886485681324,1.9982128911760384,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Accommodation and food services,0.008657866442010453
2011,95.83504028403658,95.21477551688632,0.6202647671502604,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Arts and recreation services,0.384729256039927
2012,97.91069233920524,98.53095851651292,-0.6202661773076841,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Arts and recreation services,0.384729256039927
2013,100,99.99999999999754,2.4584778657299466e-12,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Arts and recreation services,0.384729256039927
2014,118.69452410214393,112.91889055192313,5.775633550220803,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Arts and recreation services,0.384729256039927
2015,100.61450225317493,125.26437297719731,-24.649870724022378,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Arts and recreation services,0.384729256039927
2016,96.14911921343712,131.03327875445888,-34.88415954102176,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Arts and recreation services,0.384729256039927
2017,118.73549091902225,135.58154766110172,-16.84605674207947,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Arts and recreation services,0.384729256039927
2018,117.32896353953298,144.1324533478703,-26.803489808337318,P2,All Australia exc. NSW,117031337,Sydney - Haymarket - The Rocks,Full,treated,Income: Arts and recreation services,0.384729256039927
2011,97.48322147651007,96.88411572118706,0.5991057553230092,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Total,0.35892181105841425
2012,97.94081757169006,98.53991348726258,-0.5990959155725193,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Total,0.35892181105841425
2013,100,99.99999998236446,1.763554280387325e-8,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Total,0.35892181105841425
2014,104.57596095179989,102.61606375003409,1.9598972017657985,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Total,0.35892181105841425
2015,105.62080536912752,103.39788849169997,2.2229168774275507,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Total,0.35892181105841425
2016,108.83160463697376,111.52547230368043,-2.693867666706666,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Total,0.35892181105841425
2017,105.06406345332519,115.4561874025118,-10.392123949186612,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Total,0.35892181105841425
2018,104.06497864551555,120.62629612646246,-16.56131748094691,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Total,0.35892181105841425
2011,93.76288659793813,93.93123813017121,-0.16835153223307486,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Population,0.02834301546408727
2012,96.65807560137456,96.4897194535125,0.1683561478620561,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Population,0.02834301546408727
2013,100,99.99999999939975,6.002522923154174e-10,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Population,0.02834301546408727
2014,101.95017182130584,109.90084431445311,-7.950672493147266,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Population,0.02834301546408727
2015,103.43642611683849,121.69628934378149,-18.259863226942997,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Population,0.02834301546408727
2016,105.17182130584192,132.34495978273358,-27.173138476891666,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Population,0.02834301546408727
2017,107.50859106529208,139.1124788591452,-31.60388779385312,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Population,0.02834301546408727
2018,109.28694158075601,143.628201499285,-34.341259918529005,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Population,0.02834301546408727
2011,100.47449584816134,97.54778958261058,2.926706265550763,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Retail trade,8.565663976560952
2012,95.37366548042705,98.30039033738026,-2.9267248569532143,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Retail trade,8.565663976560952
2013,100,99.9999999953748,4.625206884156796e-9,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Retail trade,8.565663976560952
2014,106.16844602609727,102.25653777211593,3.9119082539813377,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Retail trade,8.565663976560952
2015,102.25385527876632,103.19883786761241,-0.9449825888460879,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Retail trade,8.565663976560952
2016,104.62633451957296,108.1404388617642,-3.5141043421912315,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Retail trade,8.565663976560952
2017,95.49228944246738,109.63347016900008,-14.141180726532696,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Retail trade,8.565663976560952
2018,91.57769869513642,111.81293180348105,-20.23523310834463,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Retail trade,8.565663976560952
2011,94.61297071129708,92.66078914805001,1.9521815632470663,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Accommodation and food services,3.8110024608834836
2012,92.05020920502092,94.00238544344951,-1.9521762384285921,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Accommodation and food services,3.8110024608834836
2013,100,99.99999999931276,6.872369340271689e-10,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Accommodation and food services,3.8110024608834836
2014,94.87447698744771,106.09317040589087,-11.218693418443166,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Accommodation and food services,3.8110024608834836
2015,102.71966527196653,109.46889546879552,-6.749230196828989,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Accommodation and food services,3.8110024608834836
2016,101.0460251046025,115.62616773139625,-14.580142626793744,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Accommodation and food services,3.8110024608834836
2017,101.35983263598325,117.42431100488461,-16.064478368901362,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Accommodation and food services,3.8110024608834836
2018,99.94769874476988,121.41331222611187,-21.46561348134199,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Accommodation and food services,3.8110024608834836
2011,90.37051912842655,92.70402950354158,-2.3335103751150257,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Total,5.449041064819474
2012,100.22592629782108,97.89080072114014,2.3351255766809373,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Total,5.449041064819474
2013,100,99.99999998611233,1.388767145726888e-8,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Total,5.449041064819474
2014,100.45185259564214,102.53165343946553,-2.079800843823392,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Total,5.449041064819474
2015,103.97379254945275,107.12068455197144,-3.1468920025186833,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Total,5.449041064819474
2016,103.05753589717845,106.38823036680674,-3.330694469628284,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Total,5.449041064819474
2017,119.31418817150316,110.43930492206236,8.8748832494408,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Total,5.449041064819474
2018,127.2416909328246,114.49557351377888,12.746117419045717,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Total,5.449041064819474
2011,88.59761114421086,84.80736512248285,3.7902460217280094,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Retail trade,14.365969157967527
2012,87.67270973416178,91.46295687791245,-3.790247143750662,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Retail trade,14.365969157967527
2013,100,99.99999999988599,1.1401368738006568e-10,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Retail trade,14.365969157967527
2014,110.14838142253241,108.04323831392833,2.105143108604082,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Retail trade,14.365969157967527
2015,118.06678582574403,114.36538424093486,3.701401584809176,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Retail trade,14.365969157967527
2016,113.55292649019775,116.97884422809665,-3.4259177378988994,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Retail trade,14.365969157967527
2017,135.1547649445343,119.40246536989252,15.752299574641768,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Retail trade,14.365969157967527
2018,141.85604448605554,123.71676393454983,18.139280551505706,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Retail trade,14.365969157967527
2011,81.91025641025641,84.48775737929768,-2.5775009690412674,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Accommodation and food services,6.643508455871341
2012,90.83333333333333,88.25583344655661,2.577499886776721,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Accommodation and food services,6.643508455871341
2013,100,99.99999999999274,7.261746759468224e-12,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Accommodation and food services,6.643508455871341
2014,99.52564102564102,99.60796421064742,-0.0823231850064019,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Accommodation and food services,6.643508455871341
2015,106.33333333333334,104.17397407810755,2.1593592552257945,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Accommodation and food services,6.643508455871341
2016,98.61538461538463,109.67569563769712,-11.06031102231249,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Accommodation and food services,6.643508455871341
2017,109.34615384615384,111.89300890165002,-2.546855055496181,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Accommodation and food services,6.643508455871341
2018,109.17307692307692,119.30325872309452,-10.130181800017596,P2,All Australia exc. NSW,117031329,Darlinghurst,Full,treated,Income: Accommodation and food services,6.643508455871341
2011,99.73522736824411,98.88289145952578,0.8523359087183309,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Total,0.7264734741350166
2012,99.15945196267967,100.01178431979122,-0.8523323571115498,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Total,0.7264734741350166
2013,100,99.99999999994132,5.867661911906907e-11,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Total,0.7264734741350166
2014,100.08405480373203,101.33577385473855,-1.2517190510065177,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Total,0.7264734741350166
2015,101.2356056148609,100.40300852159189,0.8325970932690154,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Total,0.7264734741350166
2016,102.73178112129108,107.27304759650328,-4.541266475212197,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Total,0.7264734741350166
2017,97.7473312599815,110.28574698599236,-12.538415726010868,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Total,0.7264734741350166
2018,99.40321089350257,114.90003519925712,-15.496824305754544,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Total,0.7264734741350166
2011,94.45648509367624,94.84610097178327,-0.3896158781070369,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Population,0.1518043135371142
2012,97.51480999855512,97.12518441597473,0.38962558258039337,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Population,0.1518043135371142
2013,100,99.99999999895248,1.0475247336216853e-9,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Population,0.1518043135371142
2014,103.16428261811876,107.51077655851888,-4.346493940400123,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Population,0.1518043135371142
2015,106.22260752299763,116.40581505968862,-10.183207536690986,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Population,0.1518043135371142
2016,109.68068198237249,124.61402314155265,-14.93334115918016,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Population,0.1518043135371142
2017,114.13090593844818,129.89791546877302,-15.767009530324842,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Population,0.1518043135371142
2018,116.66425853682028,133.56684512688935,-16.902586590069063,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Population,0.1518043135371142
2011,100.41095890410959,98.4271972632896,1.983761640819992,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Retail trade,3.935310152374999
2012,96.91780821917808,98.90156981200147,-1.9837615928233845,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Retail trade,3.935310152374999
2013,100,99.99999999993032,6.967582066863542e-11,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Retail trade,3.935310152374999
2014,101.23287671232877,101.74818676761613,-0.5153100552873582,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Retail trade,3.935310152374999
2015,97.80821917808218,101.90316180046668,-4.094942622384494,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Retail trade,3.935310152374999
2016,99.58904109589042,106.52333694343683,-6.934295847546409,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Retail trade,3.935310152374999
2017,93.013698630137,107.74780058885642,-14.734101958719421,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Retail trade,3.935310152374999
2018,89.38356164383562,109.7098049123773,-20.326243268541674,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Retail trade,3.935310152374999
2011,95.3053184504268,95.87125794382318,-0.5659394933963853,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Accommodation and food services,0.3202923023557962
2012,96.8811556139199,96.31520765295014,0.5659479609697655,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Accommodation and food services,0.3202923023557962
2013,100,99.99999999974735,2.526547859815764e-10,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Accommodation and food services,0.3202923023557962
2014,96.68417596848326,104.252465488921,-7.5682895204377445,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Accommodation and food services,0.3202923023557962
2015,98.03020354563363,106.00879521075369,-7.978591665120064,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Accommodation and food services,0.3202923023557962
2016,96.913985554826,110.41499358039069,-13.501008025564687,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Accommodation and food services,0.3202923023557962
2017,89.85554826001314,112.19362322087997,-22.338074960866834,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Accommodation and food services,0.3202923023557962
2018,93.43401181877874,116.0220080353812,-22.587996216602463,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Accommodation and food services,0.3202923023557962
2011,97.17314487632511,92.57486541125954,4.598279465065573,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Arts and recreation services,21.14409661727421
2012,90.28268551236751,94.88094814032871,-4.598262627961205,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Arts and recreation services,21.14409661727421
2013,100,99.9999999998531,1.468976051910431e-10,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Arts and recreation services,21.14409661727421
2014,94.52296819787986,100.53262457578238,-6.009656377902516,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Arts and recreation services,21.14409661727421
2015,103.18021201413428,98.9728032721875,4.207408741946779,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Arts and recreation services,21.14409661727421
2016,102.65017667844523,103.15624007876832,-0.5060634003230859,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Arts and recreation services,21.14409661727421
2017,102.82685512367492,104.77121096886594,-1.9443558451910263,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Arts and recreation services,21.14409661727421
2018,102.82685512367492,112.00504335807797,-9.178188234403052,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Arts and recreation services,21.14409661727421
2011,84.5123925769087,85.22296309679558,-0.7105705198868861,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Income: Total,0.5049238987890214
2012,93.84107609914062,93.13048667208325,0.7105894270573714,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Income: Total,0.5049238987890214
2013,100,99.99999999557437,4.425629640536499e-9,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Income: Total,0.5049238987890214
2014,110.54614522356458,101.00855467526534,9.537590548299235,P2,All Australia exc. NSW,117031333,Potts Point - Woolloomooloo,Full,treated,Income: Total,0.5049238987890214
