location,sigma,amenity_pre,amenity_post,delta_amenity,V_pre,V_post,delta_V,worker_welfare_pre,worker_welfare_post,delta_worker_welfare,EU_pre,EU_post,delta_EU,resident_welfare_pre_total,resident_welfare_post_total,delta_resident_welfare_total,worker_welfare_pre_total,worker_welfare_post_total,delta_worker_welfare_total,total_welfare_pre,total_welfare_post,delta_total_welfare,pool_id,displacement_pct
Inner_Ring,10000,-35199.87002611653,-36318.148797634785,-1118.2787715182567,-17460.024152619204,-18848.6563360135,-1388.6321833942966,4967804191.5,4528911264.148928,-438892927.3510723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P1,50
Rest_of_Sydney,10000,0,0,0,14005.32812725546,13892.612069789095,-112.71605746636487,87668878952.5,87834780755.8958,165901803.39579773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P1,50
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14443.384638277865,-188.2659334285163,68435097527.3828,67554540856.61468,-880556670.7681198,94411443228.5,94024855274.38177,-386587954.1182251,162846540755.8828,161579396130.99646,-1267144624.8863525,P1,50
CBD,5000,-14580.445491886754,-15810.327357707378,-1229.8818658206237,-5162.028652494886,-5984.242036314303,-822.2133838194168,1774760084.5,1661163254.337056,-113596830.16294408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P1,50
Inner_Ring,5000,-19467.193886179197,-19947.51459473349,-480.32070855429265,-1727.3480126818722,-2478.0221331122048,-750.6741204303326,4967804191.5,4528911264.148928,-438892927.3510723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P1,50
Rest_of_Sydney,5000,0,0,0,14005.32812725546,13892.612069789095,-112.71605746636487,87668878952.5,87834780755.8958,165901803.39579773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P1,50
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48934948092,14167.99835403348,-150.49099544744058,66970381111.43476,66266505229.491974,-703875881.9427872,94411443228.5,94024855274.38177,-386587954.1182251,161381824339.93475,160291360503.87375,-1090463836.0610046,P1,50
CBD,15000,-52915.15905138744,-55564.03556991418,-2648.8765185267403,-43496.74221199557,-45737.950248521105,-2241.2080365255315,1774760084.5,1661163254.337056,-113596830.16294408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P1,50
Inner_Ring,15000,-50932.54616605386,-52688.78300053609,-1756.2368344822316,-33192.70029255653,-35219.29053891481,-2026.5902463582752,4967804191.5,4528911264.148928,-438892927.3510723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P1,50
Rest_of_Sydney,15000,0,0,0,14005.32812725546,13892.612069789095,-112.71605746636487,87668878952.5,87834780755.8958,165901803.39579773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P1,50
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.811793931844,14718.770922522252,-226.040871409592,69899813943.33084,68842576483.73738,-1057237459.5934601,94411443228.5,94024855274.38177,-386587954.1182251,164311257171.83084,162867431758.11914,-1443825413.7117004,P1,50
CBD,10000,-33747.8022716371,-35649.70269755999,-1901.9004259228896,-24329.38543224523,-25823.617376166912,-1494.2319439216808,1774760084.5,1661163254.337056,-113596830.16294408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P1,100
Inner_Ring,10000,-35199.87002611653,-36280.670031384,-1080.8000052674688,-17460.024152619204,-18811.177569762713,-1351.1534171435087,4967804191.5,4528911264.148928,-438892927.3510723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P1,100
Rest_of_Sydney,10000,0,0,0,14005.32812725546,13930.090836039886,-75.23729121557335,87668878952.5,88000682559.2916,331803606.79159546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P1,100
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14480.863404528656,-150.78716717772477,68435097527.3828,67729836392.20781,-705261135.1749878,94411443228.5,94190757077.77757,-220686150.72242737,162846540755.8828,161920593469.98538,-925947285.8974304,P1,100
CBD,5000,-14580.445491886754,-15772.848591456586,-1192.4030995698322,-5162.028652494886,-5946.763270063511,-784.7346175686253,1774760084.5,1661163254.337056,-113596830.16294408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P1,100
Inner_Ring,5000,-19467.193886179197,-19910.035828482694,-442.8419423034975,-1727.3480126818722,-2440.5433668614096,-713.1953541795374,4967804191.5,4528911264.148928,-438892927.3510723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P1,100
Rest_of_Sydney,5000,0,0,0,14005.32812725546,13930.090836039886,-75.23729121557335,87668878952.5,88000682559.2916,331803606.79159546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P1,100
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48934948092,14205.477120284271,-113.01222919664906,66970381111.43476,66441800765.08511,-528580346.3496475,94411443228.5,94190757077.77757,-220686150.72242737,161381824339.93475,160632557842.86267,-749266497.0720825,P1,100
CBD,15000,-52915.15905138744,-55526.55680366339,-2611.3977522759524,-43496.74221199557,-45700.47148227032,-2203.7292702747436,1774760084.5,1661163254.337056,-113596830.16294408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P1,100
Inner_Ring,15000,-50932.54616605386,-52651.30423428529,-1718.7580682314365,-33192.70029255653,-35181.811772664005,-1989.1114801074727,4967804191.5,4528911264.148928,-438892927.3510723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P1,100
Rest_of_Sydney,15000,0,0,0,14005.32812725546,13930.090836039886,-75.23729121557335,87668878952.5,88000682559.2916,331803606.79159546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P1,100
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.811793931844,14756.249688773045,-188.56210515879866,69899813943.33084,69017872019.33054,-881941924.0003052,94411443228.5,94190757077.77757,-220686150.72242737,164311257171.83084,163208629097.1081,-1102628074.7227478,P1,100
CBD,10000,-33747.8022716371,-35469.02313809539,-1721.220866458294,-24329.38543224523,-25812.321813161092,-1482.9363809158604,1774760084.5,1664758088.5135653,-110001995.9864347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,0
Inner_Ring,10000,-35199.87002611653,-35738.00392102917,-538.1338949126439,-17460.024152619204,-18690.426759341623,-1230.4026067224186,4967804191.5,4548975282.341553,-418828909.15844727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,0
Rest_of_Sydney,10000,0,0,0,14005.32812725546,13870.542349617663,-134.78577763779685,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,0
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14429.092189054652,-202.5583826517286,68435097527.3828,67487692270.277664,-947405257.105133,94411443228.5,93882612323.35512,-528830905.1448822,162846540755.8828,161370304593.63278,-1476236162.2500305,P2,0
CBD,5000,-14580.445491886754,-15627.591056706013,-1047.1455648192587,-5162.028652494886,-5970.889731771713,-808.8610792768268,1774760084.5,1664758088.5135653,-110001995.9864347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,0
Inner_Ring,5000,-19467.193886179197,-19457.51936654953,9.674519629665156,-1727.3480126818722,-2409.9422048619817,-682.5941921801095,4967804191.5,4548975282.341553,-418828909.15844727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,0
Rest_of_Sydney,5000,0,0,0,14005.32812725546,13870.542349617663,-134.78577763779685,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,0
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48934948092,14149.817269336158,-168.67208014476273,66970381111.43476,66181468732.869995,-788912378.5647659,94411443228.5,93882612323.35512,-528830905.1448822,161381824339.93475,160064081056.2251,-1317743283.7096558,P2,0
CBD,15000,-52915.15905138744,-55310.455219484764,-2395.296168097324,-43496.74221199557,-45653.753894550464,-2157.0116825548903,1774760084.5,1664758088.5135653,-110001995.9864347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,0
Inner_Ring,15000,-50932.54616605386,-52018.48847550881,-1085.9423094549566,-33192.70029255653,-34970.91131382126,-1778.2110212647312,4967804191.5,4548975282.341553,-418828909.15844727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,0
Rest_of_Sydney,15000,0,0,0,14005.32812725546,13870.542349617663,-134.78577763779685,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,0
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.811793931844,14708.367108773145,-236.44468515869812,69899813943.33084,68793915807.68532,-1105898135.645523,94411443228.5,93882612323.35512,-528830905.1448822,164311257171.83084,162676528131.04044,-1634729040.7904053,P2,0
CBD,10000,-33747.8022716371,-35430.99169671585,-1683.1894250787518,-24329.38543224523,-25774.29037178155,-1444.9049395363181,1774760084.5,1664758088.5135653,-110001995.9864347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Inner_Ring,10000,-35199.87002611653,-35699.97247964963,-500.10245353310165,-17460.024152619204,-18652.39531796208,-1192.3711653428763,4967804191.5,4548975282.341553,-418828909.15844727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Rest_of_Sydney,10000,0,0,0,14005.32812725546,13908.573790997201,-96.75433625825826,87668878952.5,87837096324.4083,168217371.90829468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14467.123630434191,-164.52694127219002,68435097527.3828,67665572775.77228,-769524751.6105194,94411443228.5,94050829695.26341,-360613533.2365875,162846540755.8828,161716402471.0357,-1130138284.847107,P2,50
CBD,5000,-14580.445491886754,-15589.559615326474,-1009.1141234397201,-5162.028652494886,-5932.858290392174,-770.8296378972882,1774760084.5,1664758088.5135653,-110001995.9864347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Inner_Ring,5000,-19467.193886179197,-19419.48792516999,47.705961009207385,-1727.3480126818722,-2371.9107634824395,-644.5627508005673,4967804191.5,4548975282.341553,-418828909.15844727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Rest_of_Sydney,5000,0,0,0,14005.32812725546,13908.573790997201,-96.75433625825826,87668878952.5,87837096324.4083,168217371.90829468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48934948092,14187.848710715696,-130.64063876522414,66970381111.43476,66359349238.36461,-611031873.0701523,94411443228.5,94050829695.26341,-360613533.2365875,161381824339.93475,160410178933.62802,-971645406.3067322,P2,50
CBD,15000,-52915.15905138744,-55272.42377810523,-2357.264726717789,-43496.74221199557,-45615.72245317093,-2118.9802411753553,1774760084.5,1664758088.5135653,-110001995.9864347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Inner_Ring,15000,-50932.54616605386,-51980.45703412927,-1047.9108680754143,-33192.70029255653,-34932.87987244172,-1740.179579885189,4967804191.5,4548975282.341553,-418828909.15844727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Rest_of_Sydney,15000,0,0,0,14005.32812725546,13908.573790997201,-96.75433625825826,87668878952.5,87837096324.4083,168217371.90829468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.811793931844,14746.398550152686,-198.4132437791577,69899813943.33084,68971796313.17995,-928017630.1508942,94411443228.5,94050829695.26341,-360613533.2365875,164311257171.83084,163022626008.44336,-1288631163.3874817,P2,50
CBD,10000,-33747.8022716371,-35392.96025533631,-1645.1579836992096,-24329.38543224523,-25736.258930402008,-1406.873498156776,1774760084.5,1664758088.5135653,-110001995.9864347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Inner_Ring,10000,-35199.87002611653,-35661.941038270095,-462.0710121535667,-17460.024152619204,-18614.363876582545,-1154.3397239633414,4967804191.5,4548975282.341553,-418828909.15844727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Rest_of_Sydney,10000,0,0,0,14005.32812725546,13946.60523237674,-58.72289487871967,87668878952.5,88005313696.3166,336434743.8166046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14505.155071813731,-126.4954998926496,68435097527.3828,67843453281.2669,-591644246.1158981,94411443228.5,94219047067.17172,-192396161.3282776,162846540755.8828,162062500348.43863,-784040407.4441833,P2,100
CBD,5000,-14580.445491886754,-15551.528173946936,-971.0826820601815,-5162.028652494886,-5894.826849012636,-732.7981965177496,1774760084.5,1664758088.5135653,-110001995.9864347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Inner_Ring,5000,-19467.193886179197,-19381.456483790455,85.73740238874234,-1727.3480126818722,-2333.8793221029046,-606.5313094210323,4967804191.5,4548975282.341553,-418828909.15844727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Rest_of_Sydney,5000,0,0,0,14005.32812725546,13946.60523237674,-58.72289487871967,87668878952.5,88005313696.3166,336434743.8166046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48934948092,14225.880152095237,-92.60919738568373,66970381111.43476,66537229743.85923,-433151367.575531,94411443228.5,94219047067.17172,-192396161.3282776,161381824339.93475,160756276811.03094,-625547528.9038086,P2,100
CBD,15000,-52915.15905138744,-55234.392336725694,-2319.233285338254,-43496.74221199557,-45577.691011791394,-2080.9487997958204,1774760084.5,1664758088.5135653,-110001995.9864347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Inner_Ring,15000,-50932.54616605386,-51942.42559274973,-1009.8794266958721,-33192.70029255653,-34894.84843106218,-1702.1481385056468,4967804191.5,4548975282.341553,-418828909.15844727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Rest_of_Sydney,15000,0,0,0,14005.32812725546,13946.60523237674,-58.72289487871967,87668878952.5,88005313696.3166,336434743.8166046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.811793931844,14784.429991532224,-160.38180239961912,69899813943.33084,69149676818.67456,-750137124.6562805,94411443228.5,94219047067.17172,-192396161.3282776,164311257171.83084,163368723885.84628,-942533285.9845581,P2,100
CBD,10000,-33747.8022716371,-36189.40087588164,-2441.598604244544,-24329.38543224523,-25702.154244024932,-1372.7688117797006,1774760084.5,1761809830.9778678,-12950253.522132158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Inner_Ring,10000,-35199.87002611653,-37173.35304358309,-1973.4830174665622,-17460.024152619204,-18825.500698103526,-1365.4765454843218,4967804191.5,4718697441.495241,-249106750.00475883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Rest_of_Sydney,10000,0,0,0,14005.32812725546,13865.334214111084,-139.99391314437526,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14421.256074218021,-210.39449748835978,68435097527.3828,67451041225.308235,-984056302.0745621,94411443228.5,94149386224.97311,-262057003.526886,162846540755.8828,161600427450.28134,-1246113305.601471,P3,0
CBD,5000,-14580.445491886754,-16405.65664681363,-1825.2111549268757,-5162.028652494886,-5918.410014956922,-756.3813624620361,1774760084.5,1761809830.9778678,-12950253.522132158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Inner_Ring,5000,-19467.193886179197,-20827.935587475786,-1360.7417012965889,-1727.3480126818722,-2480.0832419962207,-752.7352293143485,4967804191.5,4718697441.495241,-249106750.00475883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Rest_of_Sydney,5000,0,0,0,14005.32812725546,13865.334214111084,-139.99391314437526,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48934948092,14143.295144164551,-175.19420531636933,66970381111.43476,66150963475.10586,-819417636.3289032,94411443228.5,94149386224.97311,-262057003.526886,161381824339.93475,160300349700.07898,-1081474639.855774,P3,0
CBD,15000,-52915.15905138744,-55973.14510494965,-3057.986053562214,-43496.74221199557,-45485.898473092944,-1989.1562610973706,1774760084.5,1761809830.9778678,-12950253.522132158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Inner_Ring,15000,-50932.54616605386,-53518.7704996904,-2586.2243336365427,-33192.70029255653,-35170.918154210834,-1978.2178616543024,4967804191.5,4718697441.495241,-249106750.00475883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Rest_of_Sydney,15000,0,0,0,14005.32812725546,13865.334214111084,-139.99391314437526,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.811793931844,14699.217004271488,-245.59478966035567,69899813943.33084,68751118975.51059,-1148694967.8202515,94411443228.5,94149386224.97311,-262057003.526886,164311257171.83084,162900505200.4837,-1410751971.3471375,P3,0
CBD,10000,-33747.8022716371,-36151.247618429516,-2403.4453467924177,-24329.38543224523,-25664.000986572806,-1334.6155543275745,1774760084.5,1761809830.9778678,-12950253.522132158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Inner_Ring,10000,-35199.87002611653,-37135.199786130965,-1935.329760014436,-17460.024152619204,-18787.3474406514,-1327.3232880321957,4967804191.5,4718697441.495241,-249106750.00475883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Rest_of_Sydney,10000,0,0,0,14005.32812725546,13903.487471563207,-101.84065569225277,87668878952.5,87837679485.29453,168800532.79452515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14459.409331670144,-172.2412400362373,68435097527.3828,67629491488.45027,-805606038.9325256,94411443228.5,94318186757.76764,-93256470.73236084,162846540755.8828,161947678246.2179,-898862509.664917,P3,50
CBD,5000,-14580.445491886754,-16367.50338936151,-1787.057897474755,-5162.028652494886,-5880.2567575048015,-718.2281050099155,1774760084.5,1761809830.9778678,-12950253.522132158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Inner_Ring,5000,-19467.193886179197,-20789.782330023663,-1322.5884438444664,-1727.3480126818722,-2441.9299845440983,-714.581971862226,4967804191.5,4718697441.495241,-249106750.00475883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Rest_of_Sydney,5000,0,0,0,14005.32812725546,13903.487471563207,-101.84065569225277,87668878952.5,87837679485.29453,168800532.79452515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48934948092,14181.448401616673,-137.04094786424685,66970381111.43476,66329413738.2479,-640967373.1868591,94411443228.5,94318186757.76764,-93256470.73236084,161381824339.93475,160647600496.01553,-734223843.91922,P3,50
CBD,15000,-52915.15905138744,-55934.99184749753,-3019.8327961100877,-43496.74221199557,-45447.74521564082,-1951.0030036452445,1774760084.5,1761809830.9778678,-12950253.522132158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Inner_Ring,15000,-50932.54616605386,-53480.61724223828,-2548.071076184424,-33192.70029255653,-35132.764896758716,-1940.0646042021835,4967804191.5,4718697441.495241,-249106750.00475883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Rest_of_Sydney,15000,0,0,0,14005.32812725546,13903.487471563207,-101.84065569225277,87668878952.5,87837679485.29453,168800532.79452515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.811793931844,14737.370261723609,-207.441532208235,69899813943.33084,68929569238.65262,-970244704.6782227,94411443228.5,94318186757.76764,-93256470.73236084,164311257171.83084,163247755996.42026,-1063501175.4105835,P3,50
CBD,10000,-33747.8022716371,-36113.0943609774,-2365.292089340299,-24329.38543224523,-25625.847729120687,-1296.4622968754556,1774760084.5,1761809830.9778678,-12950253.522132158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Inner_Ring,10000,-35199.87002611653,-37097.046528678846,-1897.1765025623172,-17460.024152619204,-18749.19418319928,-1289.1700305800769,4967804191.5,4718697441.495241,-249106750.00475883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Rest_of_Sydney,10000,0,0,0,14005.32812725546,13941.64072901533,-63.68739824013028,87668878952.5,88006480018.08905,337601065.5890503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14497.562589122266,-134.0879825841148,68435097527.3828,67807941751.59231,-627155775.7904892,94411443228.5,94486987290.56216,75544062.0621643,162846540755.8828,162294929042.15448,-551611713.7283325,P3,100
CBD,5000,-14580.445491886754,-16329.350131909387,-1748.9046400226325,-5162.028652494886,-5842.103500052679,-680.074847557793,1774760084.5,1761809830.9778678,-12950253.522132158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Inner_Ring,5000,-19467.193886179197,-20751.62907257154,-1284.435186392344,-1727.3480126818722,-2403.7767270919758,-676.4287144101036,4967804191.5,4718697441.495241,-249106750.00475883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Rest_of_Sydney,5000,0,0,0,14005.32812725546,13941.64072901533,-63.68739824013028,87668878952.5,88006480018.08905,337601065.5890503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48934948092,14219.601659068796,-98.88769041212436,66970381111.43476,66507864001.38994,-462517110.0448227,94411443228.5,94486987290.56216,75544062.0621643,161381824339.93475,160994851291.9521,-386973047.982666,P3,100
CBD,15000,-52915.15905138744,-55896.83859004541,-2981.679538657969,-43496.74221199557,-45409.5919581887,-1912.8497461931256,1774760084.5,1761809830.9778678,-12950253.522132158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Inner_Ring,15000,-50932.54616605386,-53442.463984786154,-2509.9178187322977,-33192.70029255653,-35094.61163930659,-1901.9113467500574,4967804191.5,4718697441.495241,-249106750.00475883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Rest_of_Sydney,15000,0,0,0,14005.32812725546,13941.64072901533,-63.68739824013028,87668878952.5,88006480018.08905,337601065.5890503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
