location,sigma,amenity_pre,amenity_post,delta_amenity,V_pre,V_post,delta_V,worker_welfare_pre,worker_welfare_post,delta_worker_welfare,EU_pre,EU_post,delta_EU,resident_welfare_pre_total,resident_welfare_post_total,delta_resident_welfare_total,worker_welfare_pre_total,worker_welfare_post_total,delta_worker_welfare_total,total_welfare_pre,total_welfare_post,delta_total_welfare,pool_id,displacement_pct
Darlinghurst,10000,-59554.78131414761,-66169.79627135722,-6615.0149572096125,-45668.319932937055,-48050.3092773893,-2381.989344452246,267883497,262099306.45536774,-5784190.544632256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Erskineville - Alexandria,10000,-72209.52949836143,-74860.43965867629,-2650.9101603148592,-42657.304557556374,-44286.21896701525,-1628.9144094588773,608149140,553713285.1652726,-54435854.83472741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Glebe - Forest Lodge,10000,-53661.52278495462,-52257.71077303788,1403.8120119167434,-40903.83087635544,-41432.57378592086,-528.7429095654225,377831082,351469598.4620285,-26361483.537971497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Newtown - Camperdown - Darlington,10000,-52171.73937576356,-51931.49325503163,240.24612073192839,-38337.84049456106,-39203.76092259647,-865.9204280354097,518917124,467192986.5543447,-51724137.44565529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Potts Point - Woolloomooloo,10000,-48200.58724505416,-51799.81815391464,-3599.2309088604816,-39792.823724532594,-41050.52732468882,-1257.7036001562228,370878228,386948332.5120479,16070104.512047887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Pyrmont - Ultimo,10000,-48906.269359098136,-44629.934676627556,4276.33468247058,-39512.30861857084,-40991.55949458451,-1479.2508760136698,384576844.5,246251640.1945483,-138325204.3054517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Redfern - Chippendale,10000,-50799.17244789982,-55845.827598312855,-5046.655150413033,-40496.09664777265,-43745.528003709114,-3249.4313559364673,335991166.5,292707727.8052876,-43283438.6947124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Surry Hills,10000,-58170.18114949366,-55924.638962178855,2245.542187314808,-41563.72415992937,-41976.128158059895,-412.403998130525,434639725,397043653.1676717,-37596071.83232832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Sydney - Haymarket - The Rocks,10000,-40932.47382101765,-45040.08259476628,-4107.6087737486305,-37383.496528000534,-39284.88649077091,-1901.3899627703722,316781790,344444132.94866526,27662342.94866526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Waterloo - Beaconsfield,10000,-53388.47164913098,-62442.8237519306,-9054.352102799618,-38002.34141004273,-41942.88523103712,-3940.5438209943895,552057144,489728818.50911474,-62328325.49088526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Bondi Junction - Waverly,10000,-52557.552365081516,-49724.288043228065,2833.2643218534504,-41426.7036299841,-41857.74516527576,-431.0415352916607,343127744.00000006,297578847.1025686,-45548896.89743143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Paddington - Moore Park,10000,-61851.8780939507,-59041.75709875183,2810.1209951988712,-42354.13326240399,-42697.189120285024,-343.05585788103053,455237649,417899993.41764957,-37337655.58235043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Balmain,10000,-68563.04660004948,-63751.22913576128,4811.8174642882,-42218.50788671699,-42505.442098608764,-286.9342118917775,564773418,493674633.2537159,-71098784.74628413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Leichhardt - Annandale,10000,-57534.781817673604,-56105.66236256966,1429.1194551039443,-37177.200676989196,-37504.71159596905,-327.51091897985316,758954664,718906525.2143703,-40048138.78562975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Lilyfield - Rozelle,10000,-66904.46323684308,-65703.88427248437,1200.578964358705,-43460.198394707804,-43749.341748425555,-289.14335371775087,452765060,444262688.9348458,-8502371.065154195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Rest_of_Sydney,10000,0,0,0,14005.32812725546,13908.573790997201,-96.75433625825826,87668878952.5,87837096324.4083,168217371.90829468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14467.123630434191,-164.52694127219002,68435097527.3828,67665572775.77228,-769524751.6105194,94411443228.5,94001018494.10579,-410424734.3942108,162846540755.8828,161666591269.87805,-1179949486.0047607,P2,50
Darlinghurst,5000,-29717.95728405135,-35190.354737163965,-5472.397453112615,-15831.495902840794,-17070.867743196046,-1239.371840355252,267883497,262099306.45536774,-5784190.544632256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Erskineville - Alexandria,5000,-43878.21315595551,-45763.04327967006,-1884.8301237145497,-14325.988215150457,-15188.822588009025,-862.8343728585678,608149140,553713285.1652726,-54435854.83472741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Glebe - Forest Lodge,5000,-26206.943283149172,-24587.136984578843,1619.806298570329,-13449.251374549985,-13761.99999746183,-312.748622911844,377831082,351469598.4620285,-26361483.537971497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Newtown - Camperdown - Darlington,5000,-26000.155064855295,-25375.32589823479,624.8291666205041,-12166.256183652798,-12647.593565799634,-481.3373821468358,518917124,467192986.5543447,-51724137.44565529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Potts Point - Woolloomooloo,5000,-21301.511319160127,-24320.26759607163,-3018.756276911503,-12893.747798638566,-13570.97676684581,-677.2289682072442,370878228,386948332.5120479,16070104.512047887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Pyrmont - Ultimo,5000,-22147.450986184987,-17179.868033836705,4967.582952348283,-12753.490245657686,-13541.492851793655,-788.0026061359695,384576844.5,246251640.1945483,-138325204.3054517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Redfern - Chippendale,5000,-23548.46006038577,-27018.776700959697,-3470.3166405739285,-13245.384260258597,-14918.47710635596,-1673.0928460973628,335991166.5,292707727.8052876,-43283438.6947124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Surry Hills,5000,-30385.655005901248,-27982.287987650307,2403.3670182509413,-13779.198016336955,-14033.777183531345,-254.5791671943898,434639725,397043653.1676717,-37596071.83232832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Sydney - Haymarket - The Rocks,5000,-15238.061493389656,-18443.352453882228,-3205.2909604925717,-11689.084200372537,-12688.156349886853,-999.0721495143152,316781790,344444132.94866526,27662342.94866526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Waterloo - Beaconsfield,5000,-27384.636880481885,-34517.09424091344,-7132.457360431552,-11998.50664139364,-14017.15572001996,-2018.6490786263203,552057144,489728818.50911474,-62328325.49088526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Bondi Junction - Waverly,5000,-24841.536486461737,-21841.12856509158,3000.4079213701552,-13710.687751364321,-13974.585687139279,-263.89793577495766,343127744.00000006,297578847.1025686,-45548896.89743143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Paddington - Moore Park,5000,-33672.14739912097,-30738.875643110714,2933.2717560102574,-14174.402567574267,-14394.307664643911,-219.9050970696444,455237649,417899993.41764957,-37337655.58235043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Balmain,5000,-40451.12859306326,-35544.2211909583,4906.90740210496,-14106.589879730767,-14298.434153805785,-191.8442740750179,564773418,493674633.2537159,-71098784.74628413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Leichhardt - Annandale,5000,-31943.517415551276,-30399.019669086534,1544.4977464647418,-11585.936274866868,-11798.068902485924,-212.1326276190557,758954664,718906525.2143703,-40048138.78562975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Lilyfield - Rozelle,5000,-38171.69997586144,-36874.926502772985,1296.773473088455,-14727.435133726169,-14920.38397871417,-192.94884498800093,452765060,444262688.9348458,-8502371.065154195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Rest_of_Sydney,5000,0,0,0,14005.32812725546,13908.573790997201,-96.75433625825826,87668878952.5,87837096324.4083,168217371.90829468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48934948092,14187.848710715696,-130.64063876522414,66970381111.43476,66359349238.36461,-611031873.0701523,94411443228.5,94001018494.10579,-410424734.3942108,161381824339.93475,160360367732.4704,-1021456607.4643555,P2,50
Darlinghurst,15000,-89391.60534424384,-97149.23780555045,-7757.63246130661,-75505.14396303329,-79029.75081158253,-3524.6068485492433,267883497,262099306.45536774,-5784190.544632256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Erskineville - Alexandria,15000,-100540.84584076735,-103957.83603768251,-3416.990196915169,-70988.62089996229,-73383.61534602148,-2394.994446059194,608149140,553713285.1652726,-54435854.83472741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Glebe - Forest Lodge,15000,-81116.102286760055,-79928.2845614969,1187.8177252631576,-68358.41037816087,-69103.14757437988,-744.7371962190082,377831082,351469598.4620285,-26361483.537971497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Newtown - Camperdown - Darlington,15000,-78343.3236866718,-78487.66061182845,-144.33692515664734,-64509.42480546931,-65759.9282793933,-1250.5034739239854,518917124,467192986.5543447,-51724137.44565529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Potts Point - Woolloomooloo,15000,-75099.66317094819,-79279.36871175763,-4179.705540809446,-66691.89965042663,-68530.07788253181,-1838.178232105187,370878228,386948332.5120479,16070104.512047887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Pyrmont - Ultimo,15000,-75665.08773201128,-72080.00131941841,3585.086412592864,-66271.12699148398,-68441.62613737537,-2170.4991458913864,384576844.5,246251640.1945483,-138325204.3054517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Redfern - Chippendale,15000,-78049.88483541388,-84672.87849566601,-6622.993660252134,-67746.8090352867,-72572.57890106227,-4825.769865775568,335991166.5,292707727.8052876,-43283438.6947124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Surry Hills,15000,-85954.70729308607,-83866.9899367074,2087.7173563786782,-69348.25030352178,-69918.47913258843,-570.2288290666474,434639725,397043653.1676717,-37596071.83232832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Sydney - Haymarket - The Rocks,15000,-66626.88614864564,-71636.81273565034,-5009.926587004695,-63077.90885562853,-65881.61663165496,-2803.7077760264365,316781790,344444132.94866526,27662342.94866526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Waterloo - Beaconsfield,15000,-79392.3064177801,-90368.55326294777,-10976.246845167669,-64006.17617869185,-69868.61474205428,-5862.438563362433,552057144,489728818.50911474,-62328325.49088526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Bondi Junction - Waverly,15000,-80273.56824370129,-77607.44752136453,2666.120722336753,-69142.71950860387,-69740.90464341223,-598.1851348083583,343127744.00000006,297578847.1025686,-45548896.89743143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Paddington - Moore Park,15000,-90031.60878878042,-87344.63855439294,2686.9702343874815,-70533.86395723371,-71000.07057592613,-466.2066186924203,455237649,417899993.41764957,-37337655.58235043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Balmain,15000,-96674.96460703571,-91958.23708056427,4716.727526471441,-70330.42589370321,-70712.45004341175,-382.02414970853715,564773418,493674633.2537159,-71098784.74628413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Leichhardt - Annandale,15000,-83126.04621979594,-81812.30505605278,1313.741163743165,-62768.465079111535,-63211.35428945217,-442.8892103406324,758954664,718906525.2143703,-40048138.78562975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Lilyfield - Rozelle,15000,-95637.22649782471,-94532.84204219574,1104.3844556289696,-72192.96165568943,-72578.29951813692,-385.33786244748626,452765060,444262688.9348458,-8502371.065154195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Rest_of_Sydney,15000,0,0,0,14005.32812725546,13908.573790997201,-96.75433625825826,87668878952.5,87837096324.4083,168217371.90829468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.811793931844,14746.398550152686,-198.4132437791577,69899813943.33084,68971796313.17995,-928017630.1508942,94411443228.5,94001018494.10579,-410424734.3942108,164311257171.83084,162972814807.28574,-1338442364.545105,P2,50
Darlinghurst,10000,-59554.78131414761,-66131.76482997768,-6576.98351583007,-45668.319932937055,-48012.27783600976,-2343.9579030727036,267883497,262099306.45536774,-5784190.544632256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Erskineville - Alexandria,10000,-72209.52949836143,-74822.40821729675,-2612.878718935317,-42657.304557556374,-44248.18752563571,-1590.8829680793351,608149140,553713285.1652726,-54435854.83472741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Glebe - Forest Lodge,10000,-53661.52278495462,-52219.679331658335,1441.8434532962856,-40903.83087635544,-41394.54234454132,-490.7114681858802,377831082,351469598.4620285,-26361483.537971497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Newtown - Camperdown - Darlington,10000,-52171.73937576356,-51893.46181365209,278.2775621114706,-38337.84049456106,-39165.72948121693,-827.8889866558675,518917124,467192986.5543447,-51724137.44565529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Potts Point - Woolloomooloo,10000,-48200.58724505416,-51761.7867125351,-3561.1994674809393,-39792.823724532594,-41012.495883309275,-1219.6721587766806,370878228,386948332.5120479,16070104.512047887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Pyrmont - Ultimo,10000,-48906.269359098136,-44591.90323524802,4314.366123850115,-39512.30861857084,-40953.52805320497,-1441.2194346341348,384576844.5,246251640.1945483,-138325204.3054517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Redfern - Chippendale,10000,-50799.17244789982,-55807.79615693332,-5008.623709033498,-40496.09664777265,-43707.49656232959,-3211.3999145569396,335991166.5,292707727.8052876,-43283438.6947124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Surry Hills,10000,-58170.18114949366,-55886.60752079932,2283.573628694343,-41563.72415992937,-41938.09671668036,-374.37255675099004,434639725,397043653.1676717,-37596071.83232832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Sydney - Haymarket - The Rocks,10000,-40932.47382101765,-45002.05115338674,-4069.5773323690883,-37383.496528000534,-39246.855049391364,-1863.35852139083,316781790,344444132.94866526,27662342.94866526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Waterloo - Beaconsfield,10000,-53388.47164913098,-62404.792310551056,-9016.320661420075,-38002.34141004273,-41904.85378965758,-3902.5123796148473,552057144,489728818.50911474,-62328325.49088526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Bondi Junction - Waverly,10000,-52557.552365081516,-49686.25660184852,2871.2957632329926,-41426.7036299841,-41819.71372389622,-393.01009391211846,343127744.00000006,297578847.1025686,-45548896.89743143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Paddington - Moore Park,10000,-61851.8780939507,-59003.725657372284,2848.1524365784135,-42354.13326240399,-42659.15767890548,-305.0244165014883,455237649,417899993.41764957,-37337655.58235043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Balmain,10000,-68563.04660004948,-63713.19769438174,4849.848905667735,-42218.50788671699,-42467.41065722923,-248.90277051224257,564773418,493674633.2537159,-71098784.74628413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Leichhardt - Annandale,10000,-57534.781817673604,-56067.630921190124,1467.1508964834793,-37177.200676989196,-37466.680154589514,-289.4794776003182,758954664,718906525.2143703,-40048138.78562975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Lilyfield - Rozelle,10000,-66904.46323684308,-65665.85283110483,1238.6104057382472,-43460.198394707804,-43711.31030704601,-251.11191233820864,452765060,444262688.9348458,-8502371.065154195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Rest_of_Sydney,10000,0,0,0,14005.32812725546,13946.60523237674,-58.72289487871967,87668878952.5,88005313696.3166,336434743.8166046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14505.155071813731,-126.4954998926496,68435097527.3828,67843453281.2669,-591644246.1158981,94411443228.5,94169235866.0141,-242207362.48590088,162846540755.8828,162012689147.281,-833851608.6018066,P2,100
Darlinghurst,5000,-29717.95728405135,-35152.32329578443,-5434.36601173308,-15831.495902840794,-17032.83630181651,-1201.340398975717,267883497,262099306.45536774,-5784190.544632256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Erskineville - Alexandria,5000,-43878.21315595551,-45725.01183829052,-1846.7986823350075,-14325.988215150457,-15150.791146629483,-824.8029314790256,608149140,553713285.1652726,-54435854.83472741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Glebe - Forest Lodge,5000,-26206.943283149172,-24549.105543199305,1657.8377399498677,-13449.251374549985,-13723.96855608229,-274.7171815323054,377831082,351469598.4620285,-26361483.537971497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Newtown - Camperdown - Darlington,5000,-26000.155064855295,-25337.294456855252,662.8606080000427,-12166.256183652798,-12609.562124420096,-443.3059407672972,518917124,467192986.5543447,-51724137.44565529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Potts Point - Woolloomooloo,5000,-21301.511319160127,-24282.236154692087,-2980.7248355319607,-12893.747798638566,-13532.945325466268,-639.197526827702,370878228,386948332.5120479,16070104.512047887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Pyrmont - Ultimo,5000,-22147.450986184987,-17141.836592457163,5005.614393727825,-12753.490245657686,-13503.461410414113,-749.9711647564272,384576844.5,246251640.1945483,-138325204.3054517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Redfern - Chippendale,5000,-23548.46006038577,-26980.74525958016,-3432.28519919439,-13245.384260258597,-14880.445664976422,-1635.0614047178242,335991166.5,292707727.8052876,-43283438.6947124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Surry Hills,5000,-30385.655005901248,-27944.25654627077,2441.3984596304763,-13779.198016336955,-13995.74574215181,-216.54772581485486,434639725,397043653.1676717,-37596071.83232832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Sydney - Haymarket - The Rocks,5000,-15238.061493389656,-18405.32101250269,-3167.259519113033,-11689.084200372537,-12650.124908507314,-961.0407081347767,316781790,344444132.94866526,27662342.94866526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Waterloo - Beaconsfield,5000,-27384.636880481885,-34479.0627995339,-7094.425919052017,-11998.50664139364,-13979.124278640425,-1980.6176372467853,552057144,489728818.50911474,-62328325.49088526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Bondi Junction - Waverly,5000,-24841.536486461737,-21803.097123712043,3038.439362749694,-13710.687751364321,-13936.55424575974,-225.86649439541907,343127744.00000006,297578847.1025686,-45548896.89743143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Paddington - Moore Park,5000,-33672.14739912097,-30700.844201731175,2971.303197389796,-14174.402567574267,-14356.276223264373,-181.8736556901058,455237649,417899993.41764957,-37337655.58235043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Balmain,5000,-40451.12859306326,-35506.189749578756,4944.938843484502,-14106.589879730767,-14260.402712426243,-153.81283269547566,564773418,493674633.2537159,-71098784.74628413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Leichhardt - Annandale,5000,-31943.517415551276,-30360.988227706996,1582.5291878442804,-11585.936274866868,-11760.037461106385,-174.10118623951712,758954664,718906525.2143703,-40048138.78562975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Lilyfield - Rozelle,5000,-38171.69997586144,-36836.89506139345,1334.8049144679899,-14727.435133726169,-14882.352537334635,-154.91740360846597,452765060,444262688.9348458,-8502371.065154195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Rest_of_Sydney,5000,0,0,0,14005.32812725546,13946.60523237674,-58.72289487871967,87668878952.5,88005313696.3166,336434743.8166046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48934948092,14225.880152095237,-92.60919738568373,66970381111.43476,66537229743.85923,-433151367.575531,94411443228.5,94169235866.0141,-242207362.48590088,161381824339.93475,160706465609.87332,-675358730.0614319,P2,100
Darlinghurst,15000,-89391.60534424384,-97111.20636417092,-7719.601019927082,-75505.14396303329,-78991.719370203,-3486.5754071697156,267883497,262099306.45536774,-5784190.544632256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Erskineville - Alexandria,15000,-100540.84584076735,-103919.80459630297,-3378.9587555356266,-70988.62089996229,-73345.58390464194,-2356.963004679652,608149140,553713285.1652726,-54435854.83472741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Glebe - Forest Lodge,15000,-81116.102286760055,-79890.25312011736,1225.8491666426999,-68358.41037816087,-69065.11613300034,-706.705754839466,377831082,351469598.4620285,-26361483.537971497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Newtown - Camperdown - Darlington,15000,-78343.3236866718,-78449.62917044893,-106.30548377711966,-64509.42480546931,-65721.89683801377,-1212.4720325444578,518917124,467192986.5543447,-51724137.44565529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Potts Point - Woolloomooloo,15000,-75099.66317094819,-79241.3372703781,-4141.674099429918,-66691.89965042663,-68492.04644115228,-1800.1467907256592,370878228,386948332.5120479,16070104.512047887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Pyrmont - Ultimo,15000,-75665.08773201128,-72041.96987803887,3623.117853972406,-66271.12699148398,-68403.59469599582,-2132.467704511844,384576844.5,246251640.1945483,-138325204.3054517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Redfern - Chippendale,15000,-78049.88483541388,-84634.84705428648,-6584.962218872606,-67746.8090352867,-72534.54745968274,-4787.7384243960405,335991166.5,292707727.8052876,-43283438.6947124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Surry Hills,15000,-85954.70729308607,-83828.95849532785,2125.7487977582205,-69348.25030352178,-69880.44769120889,-532.1973876871052,434639725,397043653.1676717,-37596071.83232832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Sydney - Haymarket - The Rocks,15000,-66626.88614864564,-71598.7812942708,-4971.8951456251525,-63077.90885562853,-65843.58519027542,-2765.6763346468942,316781790,344444132.94866526,27662342.94866526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Waterloo - Beaconsfield,15000,-79392.3064177801,-90330.52182156823,-10938.215403788126,-64006.17617869185,-69830.58330067474,-5824.407121982891,552057144,489728818.50911474,-62328325.49088526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Bondi Junction - Waverly,15000,-80273.56824370129,-77569.416079985,2704.1521637162805,-69142.71950860387,-69702.8732020327,-560.1536934288306,343127744.00000006,297578847.1025686,-45548896.89743143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Paddington - Moore Park,15000,-90031.60878878042,-87306.60711301341,2725.001675767009,-70533.86395723371,-70962.0391345466,-428.17517731289263,455237649,417899993.41764957,-37337655.58235043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Balmain,15000,-96674.96460703571,-91920.20563918473,4754.758967850983,-70330.42589370321,-70674.41860203221,-343.9927083289949,564773418,493674633.2537159,-71098784.74628413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Leichhardt - Annandale,15000,-83126.04621979594,-81774.27361467325,1351.7726051226928,-62768.465079111535,-63173.32284807264,-404.85776896110474,758954664,718906525.2143703,-40048138.78562975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Lilyfield - Rozelle,15000,-95637.22649782471,-94494.8106008162,1142.4158970085118,-72192.96165568943,-72540.26807675738,-347.30642106794403,452765060,444262688.9348458,-8502371.065154195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Rest_of_Sydney,15000,0,0,0,14005.32812725546,13946.60523237674,-58.72289487871967,87668878952.5,88005313696.3166,336434743.8166046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.811793931844,14784.429991532224,-160.38180239961912,69899813943.33084,69149676818.67456,-750137124.6562805,94411443228.5,94169235866.0141,-242207362.48590088,164311257171.83084,163318912684.68866,-992344487.1421814,P2,100
Darlinghurst,10000,-59554.78131414761,-65692.77759859982,-6137.996284452209,-45668.319932937055,-47902.9352895768,-2234.615356639748,267883497,264716680.0521098,-3166816.9478901923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Erskineville - Alexandria,10000,-72209.52949836143,-77356.84770599919,-5147.318207637756,-42657.304557556374,-44140.16664267957,-1482.8620851231972,608149140,600621958.9008996,-7527181.099100351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Glebe - Forest Lodge,10000,-53661.52278495462,-53629.43345188561,32.08933306900872,-40903.83087635544,-41326.187788706404,-422.356912350966,377831082,383891143.1573115,6060061.157311499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
