location,sigma,amenity_pre,amenity_post,delta_amenity,V_pre,V_post,delta_V,worker_welfare_pre,worker_welfare_post,delta_worker_welfare,EU_pre,EU_post,delta_EU,resident_welfare_pre_total,resident_welfare_post_total,delta_resident_welfare_total,worker_welfare_pre_total,worker_welfare_post_total,delta_worker_welfare_total,total_welfare_pre,total_welfare_post,delta_total_welfare,pool_id,displacement_pct
Newtown - Camperdown - Darlington,10000,-52171.73937576356,-51635.70978998164,536.0295857819146,-38337.84049456106,-39048.73339980992,-710.8929052488602,518917124,474589987.1424554,-44327136.8575446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Potts Point - Woolloomooloo,10000,-48200.58724505416,-51633.35430929783,-3432.7670642436715,-39792.823724532594,-40890.52338241707,-1097.6996578844773,370878228,396099892.3140593,25221664.314059317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Pyrmont - Ultimo,10000,-48906.269359098136,-47123.6596071028,1782.6097519953328,-39512.30861857084,-40833.11022072152,-1320.8016021506846,384576844.5,301731569.45624936,-82845275.04375064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Redfern - Chippendale,10000,-50799.17244789982,-56081.144693593495,-5281.972245693672,-40496.09664777265,-43739.21847227811,-3243.1218245054624,335991166.5,298215017.853234,-37776148.64676601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Surry Hills,10000,-58170.18114949366,-57067.98446627688,1102.1966832167818,-41563.72415992937,-42222.81589312458,-659.0917331952078,434639725,404662439.60635304,-29977285.393646955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Sydney - Haymarket - The Rocks,10000,-40932.47382101765,-45216.763949896005,-4284.290128878354,-37383.496528000534,-39151.672496714666,-1768.1759687141312,316781790,360739196.2208289,43957406.22082889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Waterloo - Beaconsfield,10000,-53388.47164913098,-60197.65755119207,-6809.185902061086,-38002.34141004273,-41317.55138547229,-3315.209975429556,552057144,495798217.5396844,-56258926.460315585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Bondi Junction - Waverly,10000,-52557.552365081516,-51018.52155748621,1539.0308075953071,-41426.7036299841,-42236.87392027512,-810.1702902910183,343127744.00000006,303450060.3766441,-39677683.623355985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Paddington - Moore Park,10000,-61851.8780939507,-62388.697605727626,-536.8195117769283,-42354.13326240399,-43307.16289683645,-953.0296344324597,455237649,435621331.47285205,-19616317.52714795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Balmain,10000,-68563.04660004948,-67761.50526079704,801.5413392524351,-42218.50788671699,-43151.934118841076,-933.4262321240894,564773418,515376885.44865406,-49396532.551345944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Leichhardt - Annandale,10000,-57534.781817673604,-58578.094693881336,-1043.3128762077322,-37177.200676989196,-38040.81319057237,-863.6125135831753,758954664,733448789.759838,-25505874.240162015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Lilyfield - Rozelle,10000,-66904.46323684308,-69025.5323771942,-2121.06914035113,-43460.198394707804,-44389.75499491522,-929.5566002074193,452765060,454317845.9148026,1552785.9148026109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Rest_of_Sydney,10000,0,0,0,14005.32812725546,13865.334214111084,-139.99391314437526,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14421.256074218018,-210.3944974883634,68435097527.3828,67451041225.30821,-984056302.074585,94411443228.5,94092159967.71597,-319283260.7840271,162846540755.8828,161543201193.02417,-1303339562.8586426,P3,0
Darlinghurst,5000,-29717.95728405135,-34808.64284675587,-5090.6855627045225,-15831.495902840794,-17018.80053773286,-1187.3046348920652,267883497,264716680.0521098,-3166816.9478901923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Erskineville - Alexandria,5000,-43878.21315595551,-48354.097277603854,-4475.8841216483415,-14325.988215150457,-15137.41621428424,-811.4279991337826,608149140,600621958.9008996,-7527181.099100351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Glebe - Forest Lodge,5000,-26206.943283149172,-26033.67245047687,173.27083267230046,-13449.251374549985,-13730.426787297662,-281.1754127476761,377831082,383891143.1573115,6060061.157311499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Newtown - Camperdown - Darlington,5000,-26000.155064855295,-25178.67598302114,821.4790818341535,-12166.256183652798,-12591.699592849414,-425.4434091966159,518917124,474589987.1424554,-44327136.8575446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Potts Point - Woolloomooloo,5000,-21301.511319160127,-24255.425511033754,-2953.9141918736277,-12893.747798638566,-13512.594584152996,-618.8467855144299,370878228,396099892.3140593,25221664.314059317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Pyrmont - Ultimo,5000,-22147.450986184987,-19774.4373896865,2373.0135964984875,-12753.490245657686,-13483.88800330522,-730.3977576475336,384576844.5,301731569.45624936,-82845275.04375064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Redfern - Chippendale,5000,-23548.46006038577,-27278.868350398898,-3730.408290013129,-13245.384260258597,-14936.942129083513,-1691.5578688249152,335991166.5,298215017.853234,-37776148.64676601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Surry Hills,5000,-30385.655005901248,-29023.90941265905,1361.745593242198,-13779.198016336955,-14178.740839506749,-399.54282316979334,434639725,404662439.60635304,-29977285.393646955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Sydney - Haymarket - The Rocks,5000,-15238.061493389656,-18708.26059448313,-3470.1991010934744,-11689.084200372537,-12643.169141301789,-954.0849409292514,316781790,360739196.2208289,43957406.22082889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Waterloo - Beaconsfield,5000,-27384.636880481885,-32606.21475140038,-5221.577870918496,-11998.50664139364,-13726.108585680602,-1727.601944286962,552057144,495798217.5396844,-56258926.460315585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Bondi Junction - Waverly,5000,-24841.536486461737,-22967.417490293108,1874.1189961686287,-13710.687751364321,-14185.769853082013,-475.08210171769133,343127744.00000006,303450060.3766441,-39677683.623355985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Paddington - Moore Park,5000,-33672.14739912097,-33802.449050253854,-130.3016511328824,-14174.402567574267,-14720.91434136268,-546.5117737884138,455237649,435621331.47285205,-19616317.52714795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Balmain,5000,-40451.12859306326,-39252.871094320966,1198.2574987422922,-14106.589879730767,-14643.299952364996,-536.7100726342287,564773418,515376885.44865406,-49396532.551345944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Leichhardt - Annandale,5000,-31943.517415551276,-32625.020991539608,-681.5035759883322,-11585.936274866868,-12087.739488230643,-501.8032133637753,758954664,733448789.759838,-25505874.240162015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Lilyfield - Rozelle,5000,-38171.69997586144,-39897.98777268105,-1726.2877968196117,-14727.435133726169,-15262.21039040207,-534.7752566759009,452765060,454317845.9148026,1552785.9148026109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Rest_of_Sydney,5000,0,0,0,14005.32812725546,13865.334214111084,-139.99391314437526,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48934948092,14143.295144164551,-175.19420531636933,66970381111.43476,66150963475.10586,-819417636.3289032,94411443228.5,94092159967.71597,-319283260.7840271,161381824339.93475,160243123442.82184,-1138700897.112915,P3,0
Darlinghurst,15000,-89391.60534424384,-96576.91235044376,-7185.307006199917,-75505.14396303329,-78787.07004142075,-3281.9260783874633,267883497,264716680.0521098,-3166816.9478901923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Erskineville - Alexandria,15000,-100540.84584076735,-106359.5981343945,-5818.752293627156,-70988.62089996229,-73142.91707107489,-2154.296171112597,608149140,600621958.9008996,-7527181.099100351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Glebe - Forest Lodge,15000,-81116.102286760055,-81225.19445329436,-109.09216653430485,-68358.41037816087,-68921.94879011514,-563.5384119542723,377831082,383891143.1573115,6060061.157311499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Newtown - Camperdown - Darlington,15000,-78343.3236866718,-78092.74359694215,250.58008972965763,-64509.42480546931,-65505.767206770426,-996.3424013011172,518917124,474589987.1424554,-44327136.8575446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Potts Point - Woolloomooloo,15000,-75099.66317094819,-79011.28310756192,-3911.61993661373,-66691.89965042663,-68268.45218068115,-1576.5525302545284,370878228,396099892.3140593,25221664.314059317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Pyrmont - Ultimo,15000,-75665.08773201128,-74472.8818245191,1192.2059074921708,-66271.12699148398,-68182.33243813782,-1911.2054466538393,384576844.5,301731569.45624936,-82845275.04375064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Redfern - Chippendale,15000,-78049.88483541388,-84883.42103678809,-6833.536201374212,-67746.8090352867,-72541.4948154727,-4794.685780186002,335991166.5,298215017.853234,-37776148.64676601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Surry Hills,15000,-85954.70729308607,-85112.0595198947,842.6477731913765,-69348.25030352178,-70266.8909467424,-918.6406432206131,434639725,404662439.60635304,-29977285.393646955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Sydney - Haymarket - The Rocks,15000,-66626.88614864564,-71725.26730530888,-5098.381156663236,-63077.90885562853,-65660.17585212753,-2582.2669964990055,316781790,360739196.2208289,43957406.22082889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Waterloo - Beaconsfield,15000,-79392.3064177801,-87789.10035098376,-8396.793933203662,-64006.17617869185,-68908.99418526399,-4902.818006572139,552057144,495798217.5396844,-56258926.460315585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Bondi Junction - Waverly,15000,-80273.56824370129,-79069.6256246793,1203.942619021982,-69142.71950860387,-70287.97798746821,-1145.2584788643435,343127744.00000006,303450060.3766441,-39677683.623355985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Paddington - Moore Park,15000,-90031.60878878042,-90974.9461612014,-943.3373724209814,-70533.86395723371,-71893.41145231022,-1359.5474950765056,455237649,435621331.47285205,-19616317.52714795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Balmain,15000,-96674.96460703571,-96270.13942727313,404.8251797625853,-70330.42589370321,-71660.56828531716,-1330.1423916139465,564773418,515376885.44865406,-49396532.551345944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Leichhardt - Annandale,15000,-83126.04621979594,-84531.16839622306,-1405.1221764271177,-62768.465079111535,-63993.886892914095,-1225.4218138025608,758954664,733448789.759838,-25505874.240162015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Lilyfield - Rozelle,15000,-95637.22649782471,-98153.07698170737,-2515.850483882663,-72192.96165568943,-73517.2995994284,-1324.3379437389667,452765060,454317845.9148026,1552785.9148026109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Rest_of_Sydney,15000,0,0,0,14005.32812725546,13865.334214111084,-139.99391314437526,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.811793931844,14699.217004271488,-245.59478966035567,69899813943.33084,68751118975.51059,-1148694967.8202515,94411443228.5,94092159967.71597,-319283260.7840271,164311257171.83084,162843278943.22656,-1467978228.6042786,P3,0
Darlinghurst,10000,-59554.78131414761,-65654.6243411477,-6099.843027000097,-45668.319932937055,-47864.78203212469,-2196.4620991876363,267883497,264716680.0521098,-3166816.9478901923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Erskineville - Alexandria,10000,-72209.52949836143,-77318.69444854706,-5109.16495018563,-42657.304557556374,-44102.013385227445,-1444.708827671071,608149140,600621958.9008996,-7527181.099100351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Glebe - Forest Lodge,10000,-53661.52278495462,-53591.28019443349,70.24259052112757,-40903.83087635544,-41288.034531254285,-384.20365489884716,377831082,383891143.1573115,6060061.157311499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Newtown - Camperdown - Darlington,10000,-52171.73937576356,-51597.55653252952,574.1828432340408,-38337.84049456106,-39010.580142357794,-672.7396477967341,518917124,474589987.1424554,-44327136.8575446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Potts Point - Woolloomooloo,10000,-48200.58724505416,-51595.20105184571,-3394.6138067915526,-39792.823724532594,-40852.37012496495,-1059.5464004323585,370878228,396099892.3140593,25221664.314059317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Pyrmont - Ultimo,10000,-48906.269359098136,-47085.50634965068,1820.763009447459,-39512.30861857084,-40794.9569632694,-1282.6483446985585,384576844.5,301731569.45624936,-82845275.04375064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Redfern - Chippendale,10000,-50799.17244789982,-56042.99143614137,-5243.818988241546,-40496.09664777265,-43701.06521482598,-3204.9685670533363,335991166.5,298215017.853234,-37776148.64676601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Surry Hills,10000,-58170.18114949366,-57029.831208824755,1140.349940668908,-41563.72415992937,-42184.66263567245,-620.9384757430817,434639725,404662439.60635304,-29977285.393646955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Sydney - Haymarket - The Rocks,10000,-40932.47382101765,-45178.610692443886,-4246.136871426235,-37383.496528000534,-39113.51923926255,-1730.0227112620123,316781790,360739196.2208289,43957406.22082889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Waterloo - Beaconsfield,10000,-53388.47164913098,-60159.50429373994,-6771.03264460896,-38002.34141004273,-41279.39812802016,-3277.05671797743,552057144,495798217.5396844,-56258926.460315585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Bondi Junction - Waverly,10000,-52557.552365081516,-50980.36830003408,1577.1840650474333,-41426.7036299841,-42198.72066282299,-772.0170328388922,343127744.00000006,303450060.3766441,-39677683.623355985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Paddington - Moore Park,10000,-61851.8780939507,-62350.54434827551,-498.6662543248094,-42354.13326240399,-43269.009639384334,-914.8763769803409,455237649,435621331.47285205,-19616317.52714795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Balmain,10000,-68563.04660004948,-67723.35200334492,839.6945967045613,-42218.50788671699,-43113.78086138895,-895.2729746719633,564773418,515376885.44865406,-49396532.551345944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Leichhardt - Annandale,10000,-57534.781817673604,-58539.94143642922,-1005.1596187556133,-37177.200676989196,-38002.65993312025,-825.4592561310565,758954664,733448789.759838,-25505874.240162015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Lilyfield - Rozelle,10000,-66904.46323684308,-68987.3791197421,-2082.9158828990185,-43460.198394707804,-44351.60173746311,-891.4033427553077,452765060,454317845.9148026,1552785.9148026109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Rest_of_Sydney,10000,0,0,0,14005.32812725546,13903.487471563207,-101.84065569225277,87668878952.5,87837679485.29453,168800532.79452515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14459.409331670142,-172.2412400362391,68435097527.3828,67629491488.450264,-805606038.9325333,94411443228.5,94260960500.5105,-150482727.98950195,162846540755.8828,161890451988.96075,-956088766.9220581,P3,50
Darlinghurst,5000,-29717.95728405135,-34770.489589303754,-5052.532305252404,-15831.495902840794,-16980.64728028074,-1149.1513774399464,267883497,264716680.0521098,-3166816.9478901923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Erskineville - Alexandria,5000,-43878.21315595551,-48315.94402015173,-4437.730864196215,-14325.988215150457,-15099.262956832114,-773.2747416816565,608149140,600621958.9008996,-7527181.099100351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Glebe - Forest Lodge,5000,-26206.943283149172,-25995.519193024746,211.42409012442658,-13449.251374549985,-13692.273529845535,-243.02215529554996,377831082,383891143.1573115,6060061.157311499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Newtown - Camperdown - Darlington,5000,-26000.155064855295,-25140.52272556902,859.632339286276,-12166.256183652798,-12553.546335397292,-387.2901517444934,518917124,474589987.1424554,-44327136.8575446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Potts Point - Woolloomooloo,5000,-21301.511319160127,-24217.27225358163,-2915.7609344215016,-12893.747798638566,-13474.44132670087,-580.6935280623038,370878228,396099892.3140593,25221664.314059317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Pyrmont - Ultimo,5000,-22147.450986184987,-19736.284132234377,2411.16685395061,-12753.490245657686,-13445.734745853097,-692.2445001954111,384576844.5,301731569.45624936,-82845275.04375064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Redfern - Chippendale,5000,-23548.46006038577,-27240.715092946775,-3692.2550325610064,-13245.384260258597,-14898.78887163139,-1653.4046113727927,335991166.5,298215017.853234,-37776148.64676601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Surry Hills,5000,-30385.655005901248,-28985.756155206924,1399.8988506943242,-13779.198016336955,-14140.587582054623,-361.3895657176672,434639725,404662439.60635304,-29977285.393646955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Sydney - Haymarket - The Rocks,5000,-15238.061493389656,-18670.10733703101,-3432.0458436413555,-11689.084200372537,-12605.01588384967,-915.9316834771325,316781790,360739196.2208289,43957406.22082889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Waterloo - Beaconsfield,5000,-27384.636880481885,-32568.06149394826,-5183.424613466374,-11998.50664139364,-13687.95532822848,-1689.4486868348395,552057144,495798217.5396844,-56258926.460315585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Bondi Junction - Waverly,5000,-24841.536486461737,-22929.264232840986,1912.2722536207511,-13710.687751364321,-14147.61659562989,-436.92884426556884,343127744.00000006,303450060.3766441,-39677683.623355985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Paddington - Moore Park,5000,-33672.14739912097,-33764.295792801735,-92.14839368076355,-14174.402567574267,-14682.761083910562,-508.358516336295,455237649,435621331.47285205,-19616317.52714795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Balmain,5000,-40451.12859306326,-39214.71783686885,1236.410756194411,-14106.589879730767,-14605.146694912877,-498.55681518210986,564773418,515376885.44865406,-49396532.551345944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Leichhardt - Annandale,5000,-31943.517415551276,-32586.867734087486,-643.3503185362097,-11585.936274866868,-12049.586230778521,-463.6499559116528,758954664,733448789.759838,-25505874.240162015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Lilyfield - Rozelle,5000,-38171.69997586144,-39859.83451522893,-1688.1345393674928,-14727.435133726169,-15224.05713294995,-496.62199922378204,452765060,454317845.9148026,1552785.9148026109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Rest_of_Sydney,5000,0,0,0,14005.32812725546,13903.487471563207,-101.84065569225277,87668878952.5,87837679485.29453,168800532.79452515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48934948092,14181.448401616673,-137.04094786424685,66970381111.43476,66329413738.2479,-640967373.1868591,94411443228.5,94260960500.5105,-150482727.98950195,161381824339.93475,160590374238.7584,-791450101.1763611,P3,50
Darlinghurst,15000,-89391.60534424384,-96538.75909299163,-7147.153748747791,-75505.14396303329,-78748.91678396863,-3243.772820935337,267883497,264716680.0521098,-3166816.9478901923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Erskineville - Alexandria,15000,-100540.84584076735,-106321.44487694239,-5780.599036175045,-70988.62089996229,-73104.76381362278,-2116.1429136604856,608149140,600621958.9008996,-7527181.099100351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Glebe - Forest Lodge,15000,-81116.102286760055,-81187.04119584223,-70.93890908217872,-68358.41037816087,-68883.79553266302,-525.3851545021462,377831082,383891143.1573115,6060061.157311499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Newtown - Camperdown - Darlington,15000,-78343.3236866718,-78054.59033949002,288.73334718178376,-64509.42480546931,-65467.6139493183,-958.1891438489911,518917124,474589987.1424554,-44327136.8575446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Potts Point - Woolloomooloo,15000,-75099.66317094819,-78973.12985010979,-3873.4666791616037,-66691.89965042663,-68230.29892322903,-1538.3992728024023,370878228,396099892.3140593,25221664.314059317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Pyrmont - Ultimo,15000,-75665.08773201128,-74434.72856706698,1230.359164944297,-66271.12699148398,-68144.17918068569,-1873.0521892017132,384576844.5,301731569.45624936,-82845275.04375064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Redfern - Chippendale,15000,-78049.88483541388,-84845.26777933598,-6795.382943922101,-67746.8090352867,-72503.34155802059,-4756.532522733891,335991166.5,298215017.853234,-37776148.64676601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Surry Hills,15000,-85954.70729308607,-85073.90626244259,880.801030643488,-69348.25030352178,-70228.73768929028,-880.4873857685016,434639725,404662439.60635304,-29977285.393646955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Sydney - Haymarket - The Rocks,15000,-66626.88614864564,-71687.11404785675,-5060.22789921111,-63077.90885562853,-65622.0225946754,-2544.1137390468793,316781790,360739196.2208289,43957406.22082889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Waterloo - Beaconsfield,15000,-79392.3064177801,-87750.94709353163,-8358.640675751536,-64006.17617869185,-68870.84092781186,-4864.664749120013,552057144,495798217.5396844,-56258926.460315585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Bondi Junction - Waverly,15000,-80273.56824370129,-79031.47236722718,1242.095876474108,-69142.71950860387,-70249.82473001609,-1107.1052214122174,343127744.00000006,303450060.3766441,-39677683.623355985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Paddington - Moore Park,15000,-90031.60878878042,-90936.79290374927,-905.1841149688553,-70533.86395723371,-71855.25819485809,-1321.3942376243795,455237649,435621331.47285205,-19616317.52714795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Balmain,15000,-96674.96460703571,-96231.986169821,442.97843721471145,-70330.42589370321,-71622.41502786503,-1291.9891341618204,564773418,515376885.44865406,-49396532.551345944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Leichhardt - Annandale,15000,-83126.04621979594,-84493.01513877093,-1366.9689189749915,-62768.465079111535,-63955.73363546197,-1187.2685563504347,758954664,733448789.759838,-25505874.240162015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Lilyfield - Rozelle,15000,-95637.22649782471,-98114.92372425525,-2477.697226430537,-72192.96165568943,-73479.14634197627,-1286.1846862868406,452765060,454317845.9148026,1552785.9148026109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Rest_of_Sydney,15000,0,0,0,14005.32812725546,13903.487471563207,-101.84065569225277,87668878952.5,87837679485.29453,168800532.79452515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.811793931844,14737.370261723609,-207.441532208235,69899813943.33084,68929569238.65262,-970244704.6782227,94411443228.5,94260960500.5105,-150482727.98950195,164311257171.83084,163190529739.16312,-1120727432.6677246,P3,50
Darlinghurst,10000,-59554.78131414761,-65616.47108369558,-6061.689769547971,-45668.319932937055,-47826.628774672565,-2158.30884173551,267883497,264716680.0521098,-3166816.9478901923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Erskineville - Alexandria,10000,-72209.52949836143,-77280.54119109493,-5071.011692733504,-42657.304557556374,-44063.86012777532,-1406.555570218945,608149140,600621958.9008996,-7527181.099100351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Glebe - Forest Lodge,10000,-53661.52278495462,-53553.12693698137,108.3958479732537,-40903.83087635544,-41249.88127380216,-346.05039744672104,377831082,383891143.1573115,6060061.157311499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Newtown - Camperdown - Darlington,10000,-52171.73937576356,-51559.40327507739,612.3361006861669,-38337.84049456106,-38972.42688490567,-634.5863903446079,518917124,474589987.1424554,-44327136.8575446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Potts Point - Woolloomooloo,10000,-48200.58724505416,-51557.047794393584,-3356.4605493394265,-39792.823724532594,-40814.21686751283,-1021.3931429802324,370878228,396099892.3140593,25221664.314059317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Pyrmont - Ultimo,10000,-48906.269359098136,-47047.35309219856,1858.9162668995777,-39512.30861857084,-40756.80370581728,-1244.4950872464397,384576844.5,301731569.45624936,-82845275.04375064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
